Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Liam Delap,19,eng ENG,FW,21-296,90,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
Sammie Szmodics,23,ie IRL,LW,29-067,63,8,8,0,0,0,0,0,0,0,0,0,0,6,0,2
Jack Clarke,47,eng ENG,LW,24-007,27,11,9,2,0,0,0,0,2,0,0,0,0,8,0,2
Omari Hutchinson,20,eng ENG,"RW,AM",21-031,78,21,21,0,0,0,0,3,0,0,0,0,0,15,0,3
Nathan Broadhead,33,wls WAL,AM,26-239,12,6,6,0,0,0,0,1,0,0,0,0,0,4,0,0
Conor Chaplin,10,eng ENG,AM,27-288,73,28,26,2,0,0,0,0,0,0,0,0,0,22,0,0
Wes Burns,7,wls WAL,RW,30-007,17,10,10,0,0,0,0,2,0,0,0,0,0,5,0,1
Jens Cajuste,12,se SWE,DM,25-112,73,30,27,3,1,0,1,0,2,0,0,0,0,23,0,1
Jack Taylor,14,ie IRL,DM,26-160,17,18,16,2,0,0,1,3,0,2,2,0,0,16,0,0
Sam Morsy,5,eg EGY,DM,33-081,90,44,43,1,1,0,0,1,0,0,0,0,0,37,0,2
Leif Davis,3,eng ENG,LB,24-323,90,46,27,19,0,0,0,5,14,5,5,0,0,28,0,0
Cameron Burgess,15,au AUS,CB,29-040,90,56,54,1,1,0,0,0,0,0,0,0,0,40,1,0
Dara O'Shea,26,ie IRL,CB,25-271,90,63,63,0,0,0,1,0,0,0,0,0,0,53,0,0
Axel Tuanzebe,40,cd COD,RB,27-016,78,34,28,6,1,0,0,0,5,0,0,0,0,29,0,0
Harry Clarke,2,eng ENG,RB,23-273,12,21,18,3,0,0,0,1,3,0,0,0,0,13,0,1
Arijanet Muric,1,xk KVX,GK,26-023,90,34,22,12,4,0,0,0,0,0,0,0,0,29,0,0
