Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Joshua Zirkzee,11,nl NED,FW,23-122,60,17,17,0,0,1,0,1,0,0,0,0,0,15,0,1
Marcus Rashford,10,eng ENG,"LW,FW",26-326,30,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0
Alejandro Garnacho,17,ar ARG,"LW,RW",20-082,90,23,22,1,0,0,0,2,1,0,0,0,0,20,0,0
Amad Diallo,16,ci CIV,RW,22-072,75,37,33,4,0,0,0,2,2,2,1,0,0,30,0,2
Rasmus Højlund,9,dk DEN,FW,21-230,15,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0
Bruno Fernandes,8,pt POR,AM,30-013,90,91,87,4,1,2,0,7,2,0,0,0,0,62,0,4
Christian Eriksen,14,dk DEN,DM,32-220,75,69,57,12,2,1,2,9,1,9,3,1,2,55,0,0
Manuel Ugarte Ribeiro,25,uy URU,DM,23-163,15,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0
Kobbie Mainoo,37,eng ENG,DM,19-155,90,46,42,4,0,0,0,0,4,0,0,0,0,42,0,0
Diogo Dalot,20,pt POR,LB,25-187,90,67,58,9,0,1,0,0,9,0,0,0,0,62,0,1
Lisandro Martínez,6,ar ARG,CB,26-247,90,113,112,1,0,0,0,1,1,0,0,0,0,97,0,0
Matthijs de Ligt,4,nl NED,CB,25-040,90,83,82,1,1,0,0,0,0,0,0,0,0,78,0,0
Noussair Mazraoui,3,ma MAR,RB,26-312,90,78,66,12,1,0,0,0,11,0,0,0,0,65,0,3
André Onana,24,cm CMR,GK,28-172,90,46,39,7,3,0,0,0,0,0,0,0,0,39,0,0
