Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Rodrigo Muniz,9,br BRA,FW,23-112,79,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Raúl Jiménez,7,mx MEX,FW,33-111,11,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Alex Iwobi,17,ng NGA,LW,28-113,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adama Traoré,11,es ESP,RW,28-212,68,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Tom Cairney,10,sct SCO,AM,33-217,22,2,1,1,0,1,0,1,0.0,1,0,0,0,0,2,0,0
Emile Smith Rowe,32,eng ENG,AM,24-027,68,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0
Harry Wilson,8,wls WAL,RW,27-155,22,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Saša Lukić,20,rs SRB,DM,28-011,90,2,1,0,1,1,1,4,25.0,3,0,0,0,1,3,0,0
Andreas Pereira,18,br BRA,DM,28-236,85,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Harrison Reed,6,eng ENG,DM,29-210,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Antonee Robinson,33,us USA,LB,27-016,90,5,5,3,1,1,5,5,100.0,0,1,0,1,3,8,4,0
Calvin Bassey,3,ng NGA,CB,24-237,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,1,0
Issa Diop,31,fr FRA,CB,27-228,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Kenny Tete,2,nl NED,RB,28-320,90,4,2,0,1,3,1,1,100.0,0,1,0,1,3,7,0,0
Bernd Leno,1,de GER,GK,32-173,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
