Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rodrigo Muniz,9,br BRA,FW,23-112,79,8,8,0,0,0,0,0,0,0,0,0,0,5,0,2
Raúl Jiménez,7,mx MEX,FW,33-111,11,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Alex Iwobi,17,ng NGA,LW,28-113,90,46,44,2,0,0,0,3,2,0,0,0,0,34,0,3
Adama Traoré,11,es ESP,RW,28-212,68,34,34,0,0,0,1,2,0,0,0,0,0,24,0,1
Tom Cairney,10,sct SCO,AM,33-217,22,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0
Emile Smith Rowe,32,eng ENG,AM,24-027,68,53,50,3,0,0,0,1,1,0,0,0,0,48,0,1
Harry Wilson,8,wls WAL,RW,27-155,22,11,10,1,1,0,0,0,0,0,0,0,0,9,0,2
Saša Lukić,20,rs SRB,DM,28-011,90,65,61,4,4,0,0,0,0,0,0,0,0,61,0,0
Andreas Pereira,18,br BRA,DM,28-236,85,65,54,11,4,0,2,9,0,7,1,5,0,52,0,1
Harrison Reed,6,eng ENG,DM,29-210,5,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Antonee Robinson,33,us USA,LB,27-016,90,49,44,5,0,0,0,5,5,0,0,0,0,41,0,2
Calvin Bassey,3,ng NGA,CB,24-237,90,75,71,4,0,0,1,0,0,0,0,0,0,68,0,0
Issa Diop,31,fr FRA,CB,27-228,90,61,58,3,3,0,0,0,0,0,0,0,0,48,0,0
Kenny Tete,2,nl NED,RB,28-320,90,61,46,15,2,0,0,1,13,0,0,0,0,53,0,3
Bernd Leno,1,de GER,GK,32-173,90,38,34,4,3,0,0,0,0,0,0,0,0,31,0,0
