Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Paul Onuachu,32,ng NGA,FW,30-309,89,21,21,0,0,0,0,0,0,0,0,0,0,11,0,0
Yukinari Sugawara,16,jp JPN,"AM,FW",24-278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamaldeen Sulemana,20,gh GHA,AM,23-046,80,21,21,0,0,0,0,2,0,0,0,0,0,17,0,0
Tyler Dibling,33,eng ENG,AM,19-021,10,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Mateus Fernandes,18,pt POR,"AM,CM",20-266,90,48,42,6,4,0,1,4,0,1,1,0,0,37,0,2
Lesley Ugochukwu,26,fr FRA,CM,21-007,70,13,13,0,0,0,0,0,0,0,0,0,0,8,0,0
Joe Aribo,7,ng NGA,CM,28-255,20,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Flynn Downes,4,eng ENG,CM,26-072,89,34,34,0,0,1,0,0,0,0,0,0,0,27,0,3
Cameron Archer,19,eng ENG,FW,23-255,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0
Ryan Manning,3,ie IRL,WB,28-292,80,41,28,13,2,0,0,4,10,1,1,0,0,34,0,0
Welington,34,br BRA,WB,24-042,10,9,6,3,0,0,0,0,3,0,0,0,0,5,0,1
Kyle Walker-Peters,2,eng ENG,WB,27-354,90,36,32,4,0,0,1,3,4,0,0,0,0,29,0,1
Jack Stephens,5,eng ENG,CB,31-065,90,47,45,1,1,0,0,0,0,0,0,0,0,39,1,1
Jan Bednarek,35,pl POL,CB,28-355,90,33,33,0,0,0,0,0,0,0,0,0,0,31,0,0
Taylor Harwood-Bellis,6,eng ENG,CB,23-062,90,57,52,5,0,0,0,0,5,0,0,0,0,47,0,1
Aaron Ramsdale,30,eng ENG,GK,26-323,90,51,39,11,4,0,0,0,0,0,0,0,0,32,1,0
