Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-281,67,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,
Eddie Nketiah,9,eng ENG,FW,25-310,10,2,1,1,3,0,0,0,0,0,0,0,0,2,0,1,0.0
Eberechi Eze,10,eng ENG,AM,26-280,81,0,0,0,0,1,0,0,0,1,0,0,0,5,0,2,0.0
Justin Devenny,55,nir NIR,"CM,AM",21-176,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0
Ismaila Sarr,7,sn SEN,"AM,RB",27-039,90,0,0,0,0,2,0,0,0,1,0,0,0,5,0,3,0.0
Daichi Kamada,18,jp JPN,CM,28-243,90,0,0,0,1,2,0,0,1,5,0,0,0,3,1,1,50.0
Adam Wharton,20,eng ENG,CM,20-307,81,0,0,0,1,1,0,3,2,2,0,0,0,1,0,0,
Will Hughes,19,eng ENG,CM,29-353,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0
Tyrick Mitchell,3,eng ENG,WB,25-216,62,0,0,0,0,1,0,4,1,0,0,0,0,5,0,1,0.0
Ben Chilwell,25,eng ENG,"WB,LB",28-105,28,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0.0
Daniel Muñoz,12,co COL,"WB,CB",28-314,90,0,0,0,2,1,2,1,0,2,0,0,0,1,2,4,33.3
Marc Guéhi,6,eng ENG,CB,24-266,89,2,1,1,2,0,0,0,1,1,0,0,0,1,0,0,
Maxence Lacroix,5,fr FRA,CB,24-364,89,0,0,0,2,3,0,0,0,1,0,0,0,1,4,2,66.7
Joel Ward,2,eng ENG,CB,35-158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Jefferson Lerma,8,co COL,CB,30-162,90,0,0,0,0,1,0,0,3,1,0,0,0,3,1,1,50.0
Dean Henderson,1,eng ENG,GK,28-024,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
