Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,37-288,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Stephy Mavididi,10,eng ENG,LW,26-147,67,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Jordan Ayew,18,gh GHA,LW,33-044,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Abdul Fatawu Issahaku,7,gh GHA,"RW,RM",20-231,90,1,1,1,0,0,1,4,25.0,3,1,0,1,0,1,3,0
Facundo Buonanotte,40,ar ARG,"AM,CM",19-307,90,2,1,0,2,0,1,4,25.0,3,4,2,2,2,4,1,0
Harry Winks,8,eng ENG,"DM,LM",28-266,90,0,0,0,0,0,0,0,,0,2,1,1,0,0,1,0
Wilfred Ndidi,6,ng NGA,"DM,CM",27-314,73,1,0,1,0,0,0,1,0.0,1,2,0,2,0,1,5,0
Boubakary Soumaré,24,fr FRA,CM,25-241,17,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
James Justin,2,eng ENG,"LB,CB",26-245,90,3,1,3,0,0,1,3,33.3,2,0,0,0,1,4,4,0
Caleb Okoli,5,it ITA,CB,23-104,90,3,3,1,1,1,0,0,,0,2,2,0,2,5,5,0
Wout Faes,3,be BEL,CB,26-205,90,1,1,1,0,0,1,3,33.3,2,2,0,2,0,1,2,1
Ricardo Pereira,21,pt POR,RB,31-019,67,2,2,0,1,1,1,3,33.3,2,1,1,0,1,3,0,0
Bilal El Khannouss,11,ma MAR,RW,20-168,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mads Hermansen,30,dk DEN,GK,24-106,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0
