Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jamie Vardy,9,eng ENG,FW,37-288,90,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,100.0
Stephy Mavididi,10,eng ENG,LW,26-147,67,1,0,0,2,0,0,1,0,0,0,0,0,3,1,4,20.0
Jordan Ayew,18,gh GHA,LW,33-044,23,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,
Abdul Fatawu Issahaku,7,gh GHA,"RW,RM",20-231,90,0,0,0,3,2,0,11,0,1,0,0,0,5,3,2,60.0
Facundo Buonanotte,40,ar ARG,"AM,CM",19-307,90,0,0,0,2,2,0,5,2,1,0,0,0,9,1,1,50.0
Harry Winks,8,eng ENG,"DM,LM",28-266,90,1,0,0,2,1,0,3,0,0,0,0,0,8,0,2,0.0
Wilfred Ndidi,6,ng NGA,"DM,CM",27-314,73,0,0,0,1,0,0,0,0,0,0,0,0,3,7,1,87.5
Boubakary Soumaré,24,fr FRA,CM,25-241,17,1,0,0,2,1,0,0,0,1,0,0,0,0,1,1,50.0
James Justin,2,eng ENG,"LB,CB",26-245,90,0,0,0,0,0,0,3,1,1,0,0,0,3,3,1,75.0
Caleb Okoli,5,it ITA,CB,23-104,90,0,0,0,1,1,0,1,2,3,0,0,0,6,1,0,100.0
Wout Faes,3,be BEL,CB,26-205,90,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,50.0
Ricardo Pereira,21,pt POR,RB,31-019,67,1,0,0,1,1,0,0,1,2,0,0,0,4,0,0,
Bilal El Khannouss,11,ma MAR,RW,20-168,23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Mads Hermansen,30,dk DEN,GK,24-106,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
