Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dango Ouattara,11,bf BFA,FW,22-349,89,18,18,0,0,0,0,2,0,0,0,0,0,13,0,0
Zain Silcott-Duberry,43,ms MSR,FW,19-200,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Antoine Semenyo,24,gh GHA,LW,25-018,90,32,32,0,0,0,0,3,0,0,0,0,0,24,0,2
David Brooks,7,wls WAL,RW,27-201,79,22,22,0,0,0,0,1,0,0,0,0,0,18,0,2
Marcus Tavernier,16,eng ENG,RW,25-309,11,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
Justin Kluivert,19,nl NED,AM,25-265,87,27,22,4,0,0,0,6,0,3,3,0,0,21,1,0
Daniel Jebbison,21,eng ENG,AM,21-165,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Tyler Adams,12,us USA,DM,25-346,90,27,25,2,2,0,0,0,0,0,0,0,0,23,0,2
Ryan Christie,10,sct SCO,DM,29-338,90,46,43,2,2,0,0,1,0,0,0,0,0,37,1,1
Milos Kerkez,3,hu HUN,LB,21-079,90,34,30,4,1,0,0,3,3,0,0,0,0,24,0,3
Dean Huijsen,2,es ESP,CB,19-286,90,37,35,2,2,0,1,0,0,0,0,0,0,33,0,0
Illia Zabarnyi,27,ua UKR,CB,22-146,90,51,50,1,1,0,0,0,0,0,0,0,0,36,0,0
Lewis Cook,4,eng ENG,RB,27-357,90,39,32,7,0,0,0,1,7,0,0,0,0,28,0,1
Kepa Arrizabalaga,13,es ESP,GK,30-114,90,44,26,18,5,0,0,0,0,0,0,0,0,32,0,0
