Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Raúl Jiménez,7,mx MEX,FW,33-238,67,1,1,1,0,0,0,1,0.0,1,1,1,0,0,1,0,0
Rodrigo Muniz,9,br BRA,FW,23-239,23,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Antonee Robinson,33,us USA,LW,27-143,90,2,1,2,0,0,1,3,33.3,2,0,0,0,0,2,3,0
Harry Wilson,8,wls WAL,RW,27-282,77,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,2,0
Adama Traoré,11,es ESP,RW,28-339,13,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Alex Iwobi,17,ng NGA,CM,28-240,89,2,2,2,0,0,0,0,,0,0,0,0,0,2,1,0
Emile Smith Rowe,32,eng ENG,CM,24-154,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Saša Lukić,20,rs SRB,CM,28-138,89,6,3,3,3,0,3,4,75.0,1,0,0,0,1,7,2,0
Joshua King,24,eng ENG,CM,17-361,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Andreas Pereira,18,br BRA,CM,28-363,67,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,2,0
Tom Cairney,10,sct SCO,CM,33-344,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Calvin Bassey,3,ng NGA,LB,24-364,90,5,3,4,1,0,3,4,75.0,1,1,0,1,1,6,5,0
Joachim Andersen,5,dk DEN,CB,28-212,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,9,0
Issa Diop,31,fr FRA,CB,27-355,90,4,0,1,3,0,2,2,100.0,0,1,0,1,2,6,1,2
Timothy Castagne,21,be BEL,RB,29-024,90,3,1,0,3,0,0,0,,0,2,0,2,3,6,4,0
Bernd Leno,1,de GER,GK,32-300,90,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,2,0
