Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Danny Welbeck,18,eng ENG,FW,34-130,90,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
Kaoru Mitoma,22,jp JPN,LW,27-320,62,21,18,2,0,1,0,1,2,0,0,0,0,14,1,0
Simon Adingra,11,ci CIV,"LW,LM",23-094,28,17,15,2,0,0,0,3,1,1,0,0,0,11,0,1
Yankuba Minteh,17,gm GAM,RW,20-257,71,16,15,1,0,0,0,1,1,0,0,0,0,12,0,0
Solly March,7,eng ENG,"RW,RM",30-259,19,17,12,5,0,0,0,6,3,2,1,0,1,12,0,2
Matt O'Riley,33,dk DEN,AM,24-135,62,19,15,4,2,0,0,4,0,1,1,0,0,13,0,0
João Pedro,9,br BRA,"AM,LB,CM",23-191,28,17,15,2,0,1,0,0,2,0,0,0,0,13,0,2
Diego Gómez,25,py PAR,DM,22-009,71,35,32,3,1,0,0,1,0,0,0,0,0,29,0,0
Brajan Gruda,8,de GER,"CM,DM",20-309,19,14,13,1,0,0,0,0,1,0,0,0,0,10,0,0
Carlos Baleba,20,cm CMR,"DM,CB",21-092,90,57,57,0,0,0,0,0,0,0,0,0,0,50,0,0
Pervis Estupiñán,30,ec ECU,LB,27-074,80,57,50,7,1,0,0,1,6,0,0,0,0,49,0,0
Yasin Ayari,26,se SWE,"CM,DM",21-181,10,6,6,0,0,0,0,1,0,0,0,0,0,4,0,0
Lewis Dunk,5,eng ENG,CB,33-135,90,121,112,9,5,0,0,2,3,0,0,0,0,106,0,0
Jan Paul van Hecke,29,nl NED,CB,24-301,89,102,97,5,5,0,1,0,0,0,0,0,0,87,0,0
Jack Hinshelwood,41,eng ENG,RB,19-359,89,50,43,7,0,0,0,1,7,0,0,0,0,41,0,0
Mats Wieffer,27,nl NED,"CB,RB",25-140,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Bart Verbruggen,1,nl NED,GK,22-230,90,31,29,2,1,0,0,0,0,0,0,0,0,29,0,0
