Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Erling Haaland,9,no NOR,FW,24-167,83,17,17,0,0,0,0,0,0,0,0,0,0,11,0,1
Jack Grealish,10,eng ENG,LM,29-116,7,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
Sávio,26,br BRA,LM,20-269,79,26,26,0,0,1,0,5,0,0,0,0,0,17,0,1
James Mcatee,87,eng ENG,"RM,LM",22-078,11,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
Bernardo Silva,20,pt POR,CM,30-147,90,51,45,6,4,0,0,0,1,1,0,0,0,45,0,0
Kevin De Bruyne,17,be BEL,CM,33-190,90,49,42,7,0,0,1,4,0,5,1,0,0,37,0,1
Phil Foden,47,eng ENG,"RM,FW",24-221,90,49,47,2,1,0,0,2,0,1,1,0,0,42,0,3
Mateo Kovačić,8,hr CRO,DM,30-243,60,41,41,0,0,1,0,0,0,0,0,0,0,36,0,1
İlkay Gündoğan,19,de GER,DM,34-072,30,23,22,1,1,0,0,0,0,0,0,0,0,21,0,1
Joško Gvardiol,24,hr CRO,"LB,CB",22-347,90,51,48,3,0,0,0,1,3,0,0,0,0,46,0,0
Nathan Aké,6,nl NED,CB,29-321,60,46,42,3,3,0,0,0,0,0,0,0,0,45,1,0
Kyle Walker,2,eng ENG,RB,34-221,30,31,26,5,1,0,0,0,4,0,0,0,0,29,0,0
Manuel Akanji,25,ch SUI,CB,29-169,90,72,69,3,1,0,0,0,0,0,0,0,0,69,0,0
Rico Lewis,82,eng ENG,"RB,LB",20-044,90,64,57,7,2,0,0,0,5,0,0,0,0,59,0,1
Stefan Ortega,18,de GER,GK,32-059,90,47,36,11,2,0,0,0,0,0,0,0,0,38,0,0
