Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Erling Haaland,9,no NOR,FW,24-167,83,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Jack Grealish,10,eng ENG,LM,29-116,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sávio,26,br BRA,LM,20-269,79,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,0
James Mcatee,87,eng ENG,"RM,LM",22-078,11,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Bernardo Silva,20,pt POR,CM,30-147,90,2,2,1,1,0,2,2,100.0,0,1,0,1,1,3,0,0
Kevin De Bruyne,17,be BEL,CM,33-190,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0
Phil Foden,47,eng ENG,"RM,FW",24-221,90,2,2,0,1,1,2,3,66.7,1,1,0,1,3,5,1,0
Mateo Kovačić,8,hr CRO,DM,30-243,60,6,3,3,2,1,4,4,100.0,0,1,0,1,0,6,1,0
İlkay Gündoğan,19,de GER,DM,34-072,30,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Joško Gvardiol,24,hr CRO,"LB,CB",22-347,90,0,0,0,0,0,0,0,,0,2,2,0,0,0,4,0
Nathan Aké,6,nl NED,CB,29-321,60,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0
Kyle Walker,2,eng ENG,RB,34-221,30,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Manuel Akanji,25,ch SUI,CB,29-169,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Rico Lewis,82,eng ENG,"RB,LB",20-044,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0
Stefan Ortega,18,de GER,GK,32-059,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
