Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Joshua Zirkzee,11,nl NED,FW,23-130,45,1,0,1,0,0,1,1,100.0,0,1,1,0,0,1,0,0
Casemiro,18,br BRA,DM,32-219,45,3,3,1,1,1,1,1,100.0,0,1,1,0,0,3,0,0
Marcus Rashford,10,eng ENG,"LW,FW",26-334,72,2,1,1,0,1,0,1,0.0,1,0,0,0,1,3,1,0
Rasmus Højlund,9,dk DEN,FW,21-238,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Alejandro Garnacho,17,ar ARG,"LW,RW",20-090,90,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0
Bruno Fernandes,8,pt POR,AM,30-021,41,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,0,0
Manuel Ugarte Ribeiro,25,uy URU,DM,23-171,72,4,2,1,2,1,0,0,,0,0,0,0,0,4,3,0
Christian Eriksen,14,dk DEN,DM,32-228,18,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
Kobbie Mainoo,37,eng ENG,DM,19-163,44,2,2,2,0,0,1,1,100.0,0,3,1,2,0,2,1,0
Mason Mount,7,eng ENG,RW,25-263,40,2,0,2,0,0,2,2,100.0,0,2,0,2,0,2,0,0
Amad Diallo,16,ci CIV,RW,22-080,6,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,0,0
Diogo Dalot,20,pt POR,LB,25-195,90,3,2,0,3,0,2,2,100.0,0,0,0,0,4,7,2,0
Lisandro Martínez,6,ar ARG,CB,26-255,90,0,0,0,0,0,0,1,0.0,1,1,0,1,7,7,4,0
Matthijs de Ligt,4,nl NED,CB,25-048,90,1,0,1,0,0,0,0,,0,4,3,1,1,2,1,0
Noussair Mazraoui,3,ma MAR,RB,26-320,90,5,2,5,0,0,2,4,50.0,2,0,0,0,1,6,3,0
André Onana,24,cm CMR,GK,28-180,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
