Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Joshua Zirkzee,11,nl NED,FW,23-130,45,18,1,6,7,6,1,18,0,0,,0,,10,34,24,0,0,0,4,0,13,1
Casemiro,18,br BRA,DM,32-219,45,41,1,8,16,17,5,41,1,0,0.0,1,100.0,23,75,28,0,0,0,0,0,31,2
Marcus Rashford,10,eng ENG,"LW,FW",26-334,72,28,1,6,11,11,2,28,1,1,100.0,0,0.0,18,102,46,1,1,1,1,0,21,5
Rasmus Højlund,9,dk DEN,FW,21-238,18,1,0,0,0,1,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0
Alejandro Garnacho,17,ar ARG,"LW,RW",20-090,90,46,0,5,13,28,5,46,6,1,16.7,4,66.7,36,231,102,3,2,3,4,1,37,10
Bruno Fernandes,8,pt POR,AM,30-021,41,28,1,9,16,4,0,28,0,0,,0,,18,61,21,0,1,0,1,0,19,5
Manuel Ugarte Ribeiro,25,uy URU,DM,23-171,72,35,5,19,14,2,0,35,0,0,,0,,15,36,8,0,0,0,1,0,20,1
Christian Eriksen,14,dk DEN,DM,32-228,18,27,1,6,9,12,1,27,0,0,,0,,11,34,11,0,0,0,0,0,14,1
Kobbie Mainoo,37,eng ENG,DM,19-163,44,25,2,10,9,6,2,25,0,0,,0,,11,54,34,1,1,1,0,0,15,1
Mason Mount,7,eng ENG,RW,25-263,40,16,0,7,4,5,0,16,0,0,,0,,5,35,25,1,0,0,1,0,6,0
Amad Diallo,16,ci CIV,RW,22-080,6,15,0,4,3,8,2,15,0,0,,0,,9,32,12,0,0,0,1,0,10,1
Diogo Dalot,20,pt POR,LB,25-195,90,59,8,22,29,8,0,59,0,0,,0,,31,113,42,0,0,0,1,0,31,1
Lisandro Martínez,6,ar ARG,CB,26-255,90,64,16,41,17,7,3,64,1,0,0.0,1,100.0,35,183,83,1,1,1,0,0,39,2
Matthijs de Ligt,4,nl NED,CB,25-048,90,48,8,33,9,6,3,48,0,0,,0,,25,118,39,0,0,0,0,0,29,0
Noussair Mazraoui,3,ma MAR,RB,26-320,90,63,8,35,21,8,0,63,0,0,,0,,30,144,44,0,0,0,0,0,30,1
André Onana,24,cm CMR,GK,28-180,90,41,33,40,1,0,0,41,0,0,,0,,30,188,105,0,0,0,0,0,18,0
