Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Aaron Ramsdale,eng ENG,26-172,90,5,0,5,100.0,0.9,5,11,45.5,36,7,25.0,25.9,9,22.2,20.4,13,2,15.4,0,7.0
