Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Cameron Archer,19,eng ENG,FW,23-104,89,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0
Paul Onuachu,32,ng NGA,FW,30-158,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mateus Fernandes,18,pt POR,"LM,CM",20-115,89,2,1,1,1,0,0,1,0.0,1,1,0,1,1,3,2,0
Lesley Ugochukwu,26,fr FRA,CM,20-221,1,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0
Adam Lallana,10,eng ENG,CM,36-176,45,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
Joe Aribo,7,ng NGA,CM,28-104,45,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,2,1
Flynn Downes,4,eng ENG,CM,25-287,90,2,1,2,0,0,1,2,50.0,1,1,1,0,1,3,1,1
Adam Armstrong,9,eng ENG,"RM,LW",27-266,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Ryan Manning,3,ie IRL,LB,28-141,58,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tyler Dibling,33,eng ENG,"LB,RW",18-235,32,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Jack Stephens,5,eng ENG,CB,30-280,78,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,3,0
Yukinari Sugawara,16,jp JPN,RB,24-127,12,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Jan Bednarek,35,pl POL,CB,28-204,90,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,7,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-277,90,2,0,2,0,0,1,2,50.0,1,1,1,0,0,2,6,0
Kyle Walker-Peters,2,eng ENG,"RB,LB",27-203,90,2,2,0,1,1,1,1,100.0,0,2,1,1,1,3,2,0
Aaron Ramsdale,30,eng ENG,GK,26-172,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
