Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Erling Haaland,9,no NOR,FW,24-111,90,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
Matheus Nunes,27,pt POR,"LM,CM",26-074,90,34,33,1,0,0,0,0,0,0,0,0,0,28,0,1
İlkay Gündoğan,19,de GER,CM,34-016,71,46,42,4,0,1,1,4,0,3,3,0,0,39,0,1
Bernardo Silva,20,pt POR,"RM,CM",30-091,19,12,11,1,0,0,0,1,1,0,0,0,0,8,0,0
Phil Foden,47,eng ENG,"CM,LM",24-165,90,48,46,2,1,0,0,3,0,1,1,0,0,42,0,2
Sávio,26,br BRA,RM,20-213,73,32,30,2,0,0,2,1,2,0,0,0,0,25,0,0
Kevin De Bruyne,17,be BEL,CM,33-134,17,22,20,2,1,0,0,1,0,0,0,0,0,14,0,1
Mateo Kovačić,8,hr CRO,DM,30-187,90,82,79,2,2,1,0,0,0,0,0,0,0,76,1,0
Rico Lewis,82,eng ENG,LB,19-354,90,55,48,7,2,0,0,0,5,0,0,0,0,52,0,2
Joško Gvardiol,24,hr CRO,CB,22-291,90,77,76,1,1,0,0,0,0,0,0,0,0,74,0,1
Jahmai Simpson-Pusey,66,eng ENG,CB,19-005,90,107,102,5,3,0,0,0,1,0,0,0,0,99,0,0
Kyle Walker,2,eng ENG,RB,34-165,90,100,90,10,1,0,1,1,9,0,0,0,0,90,0,3
Ederson,31,br BRA,GK,31-084,90,62,56,6,4,0,1,0,0,0,0,0,0,57,0,0
