Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Erling Haaland,9,no NOR,FW,24-111,90,21,0,2,8,12,7,21,0,0,,0,,7,72,36,2,2,2,1,0,15,3
Matheus Nunes,27,pt POR,"LM,CM",26-074,90,41,1,4,16,21,3,41,2,1,50.0,0,0.0,27,178,87,2,1,1,2,1,34,9
İlkay Gündoğan,19,de GER,CM,34-016,71,52,2,8,33,12,2,52,5,2,40.0,1,20.0,23,178,38,0,1,1,2,1,39,7
Bernardo Silva,20,pt POR,"RM,CM",30-091,19,17,1,1,8,8,1,17,1,1,100.0,0,0.0,10,71,49,2,0,0,1,0,12,5
Phil Foden,47,eng ENG,"CM,LM",24-165,90,57,0,6,32,19,3,57,4,1,25.0,2,50.0,37,261,160,4,3,1,1,0,47,8
Sávio,26,br BRA,RM,20-213,73,44,0,0,26,18,5,44,6,4,66.7,1,16.7,28,194,97,2,0,2,1,4,34,9
Kevin De Bruyne,17,be BEL,CM,33-134,17,25,0,0,15,10,2,25,0,0,,0,,19,93,52,3,1,1,1,0,22,6
Mateo Kovačić,8,hr CRO,DM,30-187,90,88,3,18,56,15,1,88,5,5,100.0,0,0.0,67,370,153,4,2,1,0,3,75,2
Rico Lewis,82,eng ENG,LB,19-354,90,62,6,15,34,14,0,62,1,1,100.0,0,0.0,35,187,86,1,3,1,1,2,43,2
Joško Gvardiol,24,hr CRO,CB,22-291,90,85,4,23,55,7,1,85,0,0,,0,,60,306,128,2,2,0,0,1,69,0
Jahmai Simpson-Pusey,66,eng ENG,CB,19-005,90,113,8,57,54,2,0,113,1,0,0.0,0,0.0,70,322,150,1,0,0,1,0,92,0
Kyle Walker,2,eng ENG,RB,34-165,90,105,0,22,72,12,1,105,0,0,,0,,50,194,87,1,0,0,0,0,82,1
Ederson,31,br BRA,GK,31-084,90,63,40,62,1,0,0,63,0,0,,0,,34,163,114,0,0,0,0,0,37,0
