Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,38-021,59,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Patson Daka,20,zm ZAM,FW,26-115,31,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
Bobby De Cordova-Reid,14,jm JAM,LW,31-365,75,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Stephy Mavididi,10,eng ENG,LW,26-246,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jordan Ayew,18,gh GHA,RW,33-143,90,1,1,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0
Bilal El Khannouss,11,ma MAR,AM,20-267,90,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Boubakary Soumaré,24,fr FRA,DM,25-340,90,3,2,2,1,0,2,3,66.7,1,1,0,1,0,3,3,0
Harry Winks,8,eng ENG,DM,28-365,90,3,1,2,1,0,2,6,33.3,4,0,0,0,0,3,0,0
Victor Bernth Kristiansen,16,dk DEN,LB,22-047,90,3,2,3,0,0,1,3,33.3,2,1,0,1,0,3,5,0
Jannik Vestergaard,23,dk DEN,CB,32-182,59,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0
Caleb Okoli,5,it ITA,CB,23-203,31,1,1,0,1,0,0,0,,0,2,0,2,1,2,1,1
Wout Faes,3,be BEL,CB,26-304,90,1,0,0,0,1,0,0,,0,2,1,1,2,3,6,0
James Justin,2,eng ENG,RB,26-344,75,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,2,0
Woyo Coulibaly,25,ml MLI,RB,25-257,15,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
Mads Hermansen,30,dk DEN,GK,24-205,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
