Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,38-021,59,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Patson Daka,20,zm ZAM,FW,26-115,31,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Bobby De Cordova-Reid,14,jm JAM,LW,31-365,75,23,23,0,0,0,0,4,0,0,0,0,0,14,0,2
Stephy Mavididi,10,eng ENG,LW,26-246,15,8,7,0,0,0,0,2,0,0,0,0,0,4,1,1
Jordan Ayew,18,gh GHA,RW,33-143,90,40,33,7,2,0,0,5,1,4,2,1,1,28,0,0
Bilal El Khannouss,11,ma MAR,AM,20-267,90,40,35,5,0,0,0,2,0,0,0,0,0,30,0,2
Boubakary Soumaré,24,fr FRA,DM,25-340,90,53,53,0,0,0,0,0,0,0,0,0,0,41,0,1
Harry Winks,8,eng ENG,DM,28-365,90,57,57,0,0,1,0,1,0,0,0,0,0,48,0,1
Victor Bernth Kristiansen,16,dk DEN,LB,22-047,90,55,44,11,1,0,0,5,8,2,2,0,0,42,0,1
Jannik Vestergaard,23,dk DEN,CB,32-182,59,60,58,2,1,0,1,0,0,0,0,0,0,51,0,0
Caleb Okoli,5,it ITA,CB,23-203,31,24,22,2,1,0,0,0,0,0,0,0,0,22,0,0
Wout Faes,3,be BEL,CB,26-304,90,72,71,1,1,0,0,0,0,0,0,0,0,63,0,0
James Justin,2,eng ENG,RB,26-344,75,43,39,4,1,0,0,3,3,0,0,0,0,36,0,0
Woyo Coulibaly,25,fr FRA,RB,25-257,15,8,7,1,0,0,0,0,1,0,0,0,0,7,0,0
Mads Hermansen,30,dk DEN,GK,24-205,90,42,36,6,3,0,0,0,0,0,0,0,0,27,0,0
