Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Cameron Archer,19,eng ENG,FW,23-131,87,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,33.3
Kamaldeen Sulemana,20,gh GHA,FW,22-288,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0
Adam Armstrong,9,eng ENG,"LM,AM",27-293,89,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,100.0
Ben Brereton,17,cl CHI,AM,25-225,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
Mateus Fernandes,18,pt POR,"CM,DM",20-142,90,0,0,0,2,2,0,4,1,2,0,0,0,7,1,0,100.0
Flynn Downes,4,eng ENG,CM,25-314,65,1,0,0,5,1,0,1,0,1,0,0,0,2,1,0,100.0
Joe Aribo,7,ng NGA,DM,28-131,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
Tyler Dibling,33,eng ENG,"RM,RW",18-262,90,1,0,0,3,6,0,1,1,0,0,0,0,5,1,3,25.0
Ryan Manning,3,ie IRL,LB,28-168,90,0,0,0,0,3,0,6,0,2,0,0,0,1,0,0,
Kyle Walker-Peters,2,eng ENG,"CB,RB",27-230,90,1,0,0,3,3,0,1,0,0,0,0,0,3,1,2,33.3
Jack Stephens,5,eng ENG,CB,30-307,90,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,100.0
Taylor Harwood-Bellis,6,eng ENG,CB,22-304,90,1,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0.0
Yukinari Sugawara,16,jp JPN,RB,24-154,65,0,0,0,1,1,0,4,1,0,0,0,0,2,0,0,
Ryan Fraser,24,sct SCO,LW,30-279,25,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,
Joe Lumley,13,eng ENG,GK,29-288,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
