Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Luis Díaz,7,co COL,"FW,DM",28-001,74,32,32,0,0,0,0,0,0,0,0,0,0,28,0,3
Curtis Jones,17,eng ENG,DM,23-350,16,22,21,1,0,0,0,0,1,0,0,0,0,20,0,2
Cody Gakpo,18,nl NED,LW,25-252,90,30,30,0,0,0,0,4,0,0,0,0,0,24,0,0
Mohamed Salah,11,eg EGY,RW,32-213,90,40,40,0,0,0,0,3,0,0,0,0,0,28,0,3
Dominik Szoboszlai,8,hu HUN,AM,24-081,90,64,60,3,0,0,0,0,1,0,0,0,0,54,1,0
Alexis Mac Allister,10,ar ARG,DM,26-021,90,68,65,3,2,0,0,1,1,0,0,0,0,58,0,0
Ryan Gravenberch,38,nl NED,"DM,CB",22-243,90,46,46,0,0,0,0,0,0,0,0,0,0,36,0,2
Andrew Robertson,26,sct SCO,LB,30-309,64,44,36,8,1,0,1,8,3,4,1,2,0,33,0,1
Kostas Tsimikas,21,gr GRE,LB,28-247,26,24,18,6,1,0,0,4,1,4,4,0,0,19,0,0
Virgil van Dijk,4,nl NED,CB,33-190,90,74,71,3,2,0,0,0,0,0,0,0,0,67,0,0
Ibrahima Konaté,5,fr FRA,CB,25-234,65,45,43,2,2,0,1,0,0,0,0,0,0,36,0,0
Diogo Jota,20,pt POR,FW,28-041,25,10,10,0,0,0,0,0,0,0,0,0,0,8,0,1
Trent Alexander-Arnold,66,eng ENG,RB,26-099,90,91,79,12,1,0,1,9,10,1,1,0,0,73,0,0
Alisson,1,br BRA,GK,32-104,90,27,24,3,0,0,0,0,0,0,0,0,0,24,0,0
