Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-129,77,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Christopher Nkunku,18,fr FRA,FW,26-348,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Pedro Neto,7,pt POR,"LW,RW",24-232,90,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,0,0
Noni Madueke,11,eng ENG,RW,22-231,66,1,0,1,0,0,1,2,50.0,1,3,0,3,0,1,0,0
Mykhailo Mudryk,10,ua UKR,LW,23-296,24,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0
Cole Palmer,20,eng ENG,AM,22-174,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Roméo Lavia,45,be BEL,DM,20-295,71,1,1,0,1,0,0,1,0.0,1,1,0,1,2,3,2,0
Enzo Fernández,8,ar ARG,DM,23-284,19,2,1,0,0,2,0,1,0.0,1,0,0,0,0,2,1,0
Moisés Caicedo,25,ec ECU,DM,22-360,90,4,3,1,3,0,2,2,100.0,0,1,0,1,6,10,1,0
Reece James,24,eng ENG,"LB,RB",24-324,90,0,0,0,0,0,0,1,0.0,1,2,2,0,2,2,2,0
Levi Colwill,6,eng ENG,CB,21-244,90,1,1,0,1,0,0,0,,0,0,0,0,1,2,7,0
Wesley Fofana,29,fr FRA,CB,23-315,90,0,0,0,0,0,0,0,,0,3,2,1,1,1,6,0
Malo Gusto,27,fr FRA,RB,21-161,77,2,1,1,1,0,1,1,100.0,0,1,0,1,1,3,2,0
Marc Cucurella,3,es ESP,LB,26-097,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Robert Sánchez,1,es ESP,GK,26-344,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
