Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jørgen Strand Larsen,9,no NOR,FW,24-298,90,15,15,0,0,0,0,1,0,0,0,0,0,9,0,0
Rodrigo Gomes,19,pt POR,"WB,LW",21-146,45,22,22,0,0,0,0,2,0,0,0,0,0,15,0,2
Craig Dawson,15,eng ENG,CB,34-208,45,42,42,0,0,0,0,0,0,0,0,0,0,35,0,0
Jean-Ricner Bellegarde,27,fr FRA,"AM,WB,RW",26-156,63,26,25,1,0,0,0,2,0,0,0,0,0,21,0,1
Carlos Forbs,26,pt POR,LW,20-256,27,8,7,1,0,0,0,1,1,0,0,0,0,5,0,1
Matheus Cunha,10,br BRA,AM,25-187,90,33,24,9,3,0,0,7,0,3,2,1,0,19,0,1
João Gomes,8,br BRA,"DM,CM",23-292,90,57,54,3,2,0,0,0,0,0,0,0,0,51,0,0
André,7,br BRA,"CM,DM",23-137,81,47,44,3,3,0,0,0,0,0,0,0,0,45,0,1
Hwang Hee-chan,11,kr KOR,DM,28-309,9,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Rayan Aït-Nouri,3,dz ALG,"LB,CB,AM",23-177,90,85,74,11,1,0,0,3,10,0,0,0,0,74,0,3
Toti Gomes,24,pt POR,CB,25-319,63,63,61,2,0,0,0,1,2,0,0,0,0,57,0,1
Gonçalo Guedes,29,pt POR,RW,28-001,27,14,13,1,0,0,0,1,1,0,0,0,0,12,0,0
Mario Lemina,5,ga GAB,CB,31-090,90,69,65,3,1,0,1,0,0,0,0,0,0,58,1,0
Nélson Semedo,22,pt POR,"RB,WB",31-014,90,56,44,11,0,0,0,3,11,0,0,0,0,44,1,3
José Sá,1,pt POR,GK,31-318,90,29,26,3,1,0,0,0,0,0,0,0,0,23,0,0
