Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Calvert-Lewin,9,eng ENG,FW,27-281,72,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0
Beto,14,gw GNB,FW,26-326,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Iliman Ndiaye,10,sn SEN,LW,24-291,90,17,16,1,0,0,0,4,0,1,1,0,0,12,0,0
Jack Harrison,11,eng ENG,RW,28-032,72,15,12,3,2,0,0,1,1,0,0,0,0,12,0,0
Jesper Lindstrøm,29,dk DEN,RW,24-297,18,8,6,2,1,0,0,2,0,1,0,1,0,4,0,1
Abdoulaye Doucouré,16,ml MLI,LM,31-356,90,21,21,0,0,0,0,1,0,0,0,0,0,16,0,0
Idrissa Gana Gueye,27,sn SEN,CM,35-087,90,26,25,1,0,0,0,0,0,0,0,0,0,20,0,1
Orel Mangala,8,be BEL,RM,26-279,90,9,8,0,0,0,0,0,0,0,0,0,0,5,1,1
Vitaliy Mykolenko,19,ua UKR,LB,25-207,90,24,19,5,0,0,0,0,5,0,0,0,0,20,0,0
Jarrad Branthwaite,32,eng ENG,CB,22-178,90,23,23,0,0,0,0,0,0,0,0,0,0,18,0,0
James Tarkowski,6,eng ENG,CB,32-033,90,17,16,0,0,0,0,0,0,0,0,0,0,12,1,1
Ashley Young,18,eng ENG,RB,39-166,72,13,10,3,2,0,0,0,1,0,0,0,0,11,0,0
Séamus Coleman,23,ie IRL,RB,36-072,18,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1
Jordan Pickford,1,eng ENG,GK,30-290,90,41,24,17,6,0,0,0,0,0,0,0,0,21,0,0
