Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Danny Welbeck,18,eng ENG,FW,33-279,84,21,0,1,11,9,2,21,2,0,0.0,2,100.0,9,30,0,0,0,0,4,0,13,3
Julio Enciso,10,py PAR,AM,20-221,6,9,0,0,3,6,0,9,0,0,,0,,4,25,16,1,0,0,0,0,5,3
Kaoru Mitoma,22,jp JPN,LW,27-103,84,43,1,6,9,29,5,43,7,4,57.1,3,42.9,26,259,203,6,2,3,1,0,32,14
Simon Adingra,24,ci CIV,LW,22-243,6,8,0,0,1,7,0,8,2,0,0.0,2,100.0,5,36,16,0,0,0,0,0,6,5
Yankuba Minteh,17,gm GAM,RW,20-040,71,19,0,2,8,11,3,19,3,1,33.3,1,33.3,11,56,25,0,0,0,1,1,11,3
Georginio Rutter,14,fr FRA,RW,22-133,19,6,0,0,2,4,3,6,0,0,,0,,3,18,7,0,0,0,0,0,3,1
João Pedro,9,br BRA,"AM,FW",22-340,90,60,3,7,18,37,8,60,7,4,57.1,3,42.9,43,247,148,7,4,5,3,1,45,7
Carlos Baleba,20,cm CMR,DM,20-241,90,49,3,6,30,15,0,49,1,0,0.0,1,100.0,26,178,75,2,3,0,1,1,28,2
James Milner,6,eng ENG,DM,38-240,16,4,0,0,4,0,0,4,0,0,,0,,2,6,2,0,0,0,0,0,2,0
Yasin Ayari,26,se SWE,DM,20-330,74,36,0,5,19,12,2,36,1,0,0.0,0,0.0,15,115,20,0,0,0,2,1,21,2
Jack Hinshelwood,41,eng ENG,"LB,RB",19-142,90,70,5,20,29,22,3,70,0,0,,0,,33,130,89,2,1,0,0,0,48,5
Lewis Dunk,5,eng ENG,CB,32-284,90,111,6,38,55,19,1,111,0,0,,0,,71,331,196,2,3,0,0,0,90,0
Jan Paul van Hecke,29,nl NED,CB,24-084,90,79,9,23,42,14,1,79,0,0,,0,,49,307,196,3,5,0,0,0,52,0
Joël Veltman,34,nl NED,RB,32-229,71,45,2,15,20,10,1,45,1,1,100.0,0,0.0,18,95,57,2,1,1,0,1,26,1
Pervis Estupiñán,30,ec ECU,LB,26-223,19,24,0,1,14,10,2,24,0,0,,0,,16,114,100,3,1,2,0,0,22,4
Bart Verbruggen,1,nl NED,GK,22-013,90,36,26,34,2,0,0,36,0,0,,0,,27,103,48,0,0,0,0,0,21,0
