Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Danny Welbeck,18,eng ENG,FW,33-279,84,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,100.0
Julio Enciso,10,py PAR,AM,20-221,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0
Kaoru Mitoma,22,jp JPN,LW,27-103,84,0,0,0,0,0,0,4,0,0,0,0,0,5,0,2,0.0
Simon Adingra,24,ci CIV,LW,22-243,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Yankuba Minteh,17,gm GAM,RW,20-040,71,1,0,0,0,2,1,4,0,1,0,0,0,2,2,1,66.7
Georginio Rutter,14,fr FRA,RW,22-133,19,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,100.0
João Pedro,9,br BRA,"AM,FW",22-340,90,1,0,0,1,3,0,3,0,0,0,0,0,5,2,3,40.0
Carlos Baleba,20,cm CMR,DM,20-241,90,0,0,0,2,0,0,0,2,2,0,0,0,5,4,1,80.0
James Milner,6,eng ENG,DM,38-240,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
Yasin Ayari,26,se SWE,DM,20-330,74,0,0,0,0,1,0,2,0,1,0,0,0,5,0,0,
Jack Hinshelwood,41,eng ENG,"LB,RB",19-142,90,0,0,0,1,0,0,5,1,0,0,0,0,1,0,2,0.0
Lewis Dunk,5,eng ENG,CB,32-284,90,0,0,0,0,0,0,0,1,0,0,0,0,7,2,2,50.0
Jan Paul van Hecke,29,nl NED,CB,24-084,90,0,0,0,0,0,0,0,0,1,0,0,0,4,3,2,60.0
Joël Veltman,34,nl NED,RB,32-229,71,0,0,0,1,4,0,1,0,1,0,0,0,1,0,1,0.0
Pervis Estupiñán,30,ec ECU,LB,26-223,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,
Bart Verbruggen,1,nl NED,GK,22-013,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
