Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jørgen Strand Larsen,9,no NOR,FW,24-228,64,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Gonçalo Guedes,29,pt POR,FW,27-297,26,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Matheus Cunha,10,br BRA,LM,25-117,90,0,0,0,0,0,0,4,0.0,4,1,0,1,1,1,1,0
Mario Lemina,5,ga GAB,CM,31-020,90,5,2,2,3,0,2,3,66.7,1,0,0,0,0,5,1,0
João Gomes,8,br BRA,CM,23-222,81,5,2,2,2,1,2,3,66.7,1,0,0,0,2,7,1,0
Tommy Doyle,20,eng ENG,CM,22-340,9,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0
Jean-Ricner Bellegarde,27,fr FRA,RM,26-086,70,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rodrigo Gomes,19,pt POR,RM,21-076,20,4,1,2,2,0,1,1,100.0,0,1,0,1,0,4,1,0
André,7,br BRA,DM,23-067,90,3,2,3,0,0,1,1,100.0,0,2,1,1,1,4,0,0
Rayan Aït-Nouri,3,dz ALG,LB,23-107,90,1,0,1,0,0,0,1,0.0,1,3,0,3,0,1,2,0
Craig Dawson,15,eng ENG,CB,34-138,90,2,1,1,1,0,2,3,66.7,1,0,0,0,2,4,3,0
Yerson Mosquera,14,co COL,CB,23-142,81,1,1,0,1,0,1,1,100.0,0,2,2,0,3,4,5,0
Santiago Bueno,4,uy URU,CB,25-317,9,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Nélson Semedo,22,pt POR,RB,30-310,90,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,4,0
Sam Johnstone,31,eng ENG,GK,31-180,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
