Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-228,64,0,0,0,1,0,1,0,0,0,0,0,0,1,4,2,66.7
Gonçalo Guedes,29,pt POR,FW,27-297,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Matheus Cunha,10,br BRA,LM,25-117,90,1,0,0,3,3,2,7,1,0,0,0,0,4,0,0,
Mario Lemina,5,ga GAB,CM,31-020,90,1,0,0,1,0,1,1,0,2,0,0,0,3,2,2,50.0
João Gomes,8,br BRA,CM,23-222,81,1,0,0,2,0,0,1,2,2,0,0,0,5,0,0,
Tommy Doyle,20,eng ENG,CM,22-340,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Jean-Ricner Bellegarde,27,fr FRA,RM,26-086,70,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0.0
Rodrigo Gomes,19,pt POR,RM,21-076,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
André,7,br BRA,DM,23-067,90,0,0,0,0,4,0,0,1,2,0,0,0,3,0,0,
Rayan Aït-Nouri,3,dz ALG,LB,23-107,90,1,0,0,2,0,0,1,0,0,0,0,0,4,0,0,
Craig Dawson,15,eng ENG,CB,34-138,90,0,0,0,1,1,0,0,2,1,0,0,0,3,2,0,100.0
Yerson Mosquera,14,co COL,CB,23-142,81,1,0,0,2,0,1,0,3,1,0,0,0,0,2,0,100.0
Santiago Bueno,4,uy URU,CB,25-317,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Nélson Semedo,22,pt POR,RB,30-310,90,1,0,0,2,0,0,0,1,0,0,0,0,5,0,1,0.0
Sam Johnstone,31,eng ENG,GK,31-180,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
