Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
George Hirst,27,sct SCO,FW,26-057,70,11,11,0,0,0,0,0,0,0,0,0,0,6,0,0
Liam Delap,19,eng ENG,FW,22-064,20,4,4,0,0,0,0,1,0,0,0,0,0,2,0,1
Jack Clarke,47,eng ENG,LW,24-141,70,12,12,0,0,0,1,0,0,0,0,0,0,9,0,0
Jaden Philogene Bidace,29,eng ENG,LW,23-064,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Broadhead,33,wls WAL,LW,27-008,15,5,5,0,0,0,0,2,0,0,0,0,0,2,0,2
Ben Johnson,18,eng ENG,RW,25-079,90,17,14,3,0,0,0,4,0,3,3,0,0,13,0,0
Julio Enciso,9,py PAR,AM,21-080,75,15,13,2,0,0,0,0,0,0,0,0,0,11,0,1
Jack Taylor,14,ie IRL,AM,26-294,15,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Jens Cajuste,12,se SWE,DM,25-246,90,24,24,0,0,0,0,0,0,0,0,0,0,20,0,1
Sam Morsy,5,eg EGY,DM,33-215,90,28,24,3,3,0,1,0,0,0,0,0,0,22,1,0
Leif Davis,3,eng ENG,LB,25-091,61,19,12,6,2,0,1,3,3,1,0,1,0,13,1,0
Conor Townsend,22,eng ENG,LB,32-040,29,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Cameron Burgess,15,au AUS,CB,29-174,90,22,22,0,0,0,0,0,0,0,0,0,0,15,0,1
Dara O'Shea,26,ie IRL,CB,26-040,90,20,20,0,0,0,1,0,0,0,0,0,0,14,0,0
Axel Tuanzebe,40,cd COD,RB,27-150,90,19,16,3,0,0,0,0,3,0,0,0,0,14,0,0
Alex Palmer,31,eng ENG,GK,28-246,90,36,14,22,5,0,0,0,0,0,0,0,0,22,0,0
