Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Dominic Solanke,19,eng ENG,FW,27-001,90,0,0,0,4,2,0,0,0,1,0,0,0,3,3,5,37.5
Son Heung-min,7,kr KOR,"LW,AM",32-069,90,0,0,0,0,1,1,1,1,0,0,0,0,5,0,1,0.0
Brennan Johnson,22,wls WAL,RW,23-115,67,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
Wilson Odobert,28,fr FRA,RW,19-292,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0
James Maddison,10,eng ENG,LM,27-297,79,0,0,0,0,1,0,11,2,1,0,0,0,3,0,0,
Timo Werner,16,de GER,LW,28-193,11,0,0,0,0,1,1,2,0,1,0,0,0,2,0,0,
Rodrigo Bentancur,30,uy URU,CM,27-082,67,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,
Pape Matar Sarr,29,sn SEN,"DM,CM",22-001,23,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,100.0
Dejan Kulusevski,21,se SWE,"RM,DM",24-143,90,1,0,0,3,1,0,5,1,1,0,0,0,4,0,0,
Destiny Udogie,13,it ITA,LB,21-292,90,1,0,0,2,0,0,1,0,3,0,0,0,4,1,1,50.0
Micky van de Ven,37,nl NED,CB,23-149,90,1,0,0,1,0,0,0,1,0,0,0,0,4,5,5,50.0
Cristian Romero,17,ar ARG,CB,26-141,90,0,0,0,1,1,0,0,1,2,0,0,0,6,2,1,66.7
Pedro Porro,23,es ESP,RB,25-002,90,0,0,0,0,2,0,9,0,2,0,0,0,5,1,1,50.0
Guglielmo Vicario,1,it ITA,GK,27-344,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
