Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Solanke,19,eng ENG,FW,27-001,90,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0
Son Heung-min,7,kr KOR,"LW,AM",32-069,90,46,45,1,0,0,1,1,1,0,0,0,0,39,0,1
Brennan Johnson,22,wls WAL,RW,23-115,67,15,15,0,0,0,0,1,0,0,0,0,0,14,0,0
Wilson Odobert,28,fr FRA,RW,19-292,23,11,10,0,0,0,0,1,0,0,0,0,0,7,1,1
James Maddison,10,eng ENG,LM,27-297,79,60,52,8,3,0,0,11,1,3,2,1,0,50,0,1
Timo Werner,16,de GER,LW,28-193,11,10,10,0,0,0,0,2,0,0,0,0,0,5,0,0
Rodrigo Bentancur,30,uy URU,CM,27-082,67,51,51,0,0,0,0,0,0,0,0,0,0,49,0,1
Pape Matar Sarr,29,sn SEN,"DM,CM",22-001,23,25,24,1,1,0,0,0,0,0,0,0,0,21,0,0
Dejan Kulusevski,21,se SWE,"RM,DM",24-143,90,29,24,5,0,0,0,5,0,4,2,0,0,17,0,2
Destiny Udogie,13,it ITA,LB,21-292,90,57,49,8,0,0,0,1,8,0,0,0,0,52,0,2
Micky van de Ven,37,nl NED,CB,23-149,90,69,67,1,0,0,0,0,0,0,0,0,0,61,1,2
Cristian Romero,17,ar ARG,CB,26-141,90,73,66,7,6,0,0,0,0,0,0,0,0,70,0,0
Pedro Porro,23,es ESP,RB,25-002,90,66,52,14,2,1,1,9,12,0,0,0,0,52,0,1
Guglielmo Vicario,1,it ITA,GK,27-344,90,26,24,2,1,0,0,0,0,0,0,0,0,22,0,0
