Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Solanke,19,eng ENG,FW,27-001,90,27,1,3,12,13,4,27,2,0,0.0,2,100.0,18,55,20,1,2,1,2,1,20,5
Son Heung-min,7,kr KOR,"LW,AM",32-069,90,54,1,4,21,29,3,54,4,2,50.0,2,50.0,34,170,83,1,1,0,1,0,43,15
Brennan Johnson,22,wls WAL,RW,23-115,67,23,1,3,3,17,5,23,2,1,50.0,1,50.0,19,156,94,5,1,3,0,1,19,7
Wilson Odobert,28,fr FRA,RW,19-292,23,14,0,0,2,12,2,14,1,0,0.0,0,0.0,11,144,124,4,3,2,2,0,11,5
James Maddison,10,eng ENG,LM,27-297,79,66,0,3,35,28,3,66,2,1,50.0,0,0.0,46,244,71,0,1,0,0,1,47,2
Timo Werner,16,de GER,LW,28-193,11,11,0,1,2,8,0,11,2,1,50.0,0,0.0,6,85,46,3,1,0,0,0,10,3
Rodrigo Bentancur,30,uy URU,CM,27-082,67,57,4,11,32,14,0,57,0,0,,0,,46,219,79,1,4,0,0,0,45,0
Pape Matar Sarr,29,sn SEN,"DM,CM",22-001,23,32,1,4,20,8,0,32,2,0,0.0,2,100.0,19,128,43,0,2,0,0,0,19,1
Dejan Kulusevski,21,se SWE,"RM,DM",24-143,90,42,2,4,12,26,5,42,3,1,33.3,2,66.7,29,163,104,4,3,2,1,5,30,7
Destiny Udogie,13,it ITA,LB,21-292,90,68,3,14,29,26,2,68,3,1,33.3,2,66.7,41,285,172,5,4,0,1,0,40,5
Micky van de Ven,37,nl NED,CB,23-149,90,82,8,31,46,6,1,82,1,0,0.0,1,100.0,56,283,172,1,1,0,2,0,57,0
Cristian Romero,17,ar ARG,CB,26-141,90,84,9,28,51,6,2,84,0,0,,0,,64,301,146,1,0,0,1,0,59,0
Pedro Porro,23,es ESP,RB,25-002,90,83,8,20,27,37,1,83,2,0,0.0,1,50.0,45,268,188,6,5,0,1,0,49,5
Guglielmo Vicario,1,it ITA,GK,27-344,90,27,18,25,2,0,0,27,0,0,,0,,19,113,71,0,0,0,0,0,18,0
