Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Rodrigo Muniz,9,br BRA,FW,23-297,71,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,3,0
Raúl Jiménez,7,mx MEX,FW,33-296,19,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0
Andreas Pereira,18,br BRA,"AM,CM",29-055,90,2,2,0,2,0,0,3,0.0,3,2,0,2,0,2,3,0
Adama Traoré,11,es ESP,AM,29-031,66,3,3,1,0,2,0,1,0.0,1,0,0,0,0,3,0,1
Willian,22,br BRA,AM,36-200,24,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Sander Berge,16,no NOR,CM,27-011,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Saša Lukić,20,rs SRB,CM,28-196,66,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,1,0
Alex Iwobi,17,ng NGA,AM,28-298,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ryan Sessegnon,30,eng ENG,WB,24-283,71,3,0,1,2,0,2,3,66.7,1,0,0,0,0,3,0,0
Antonee Robinson,33,us USA,WB,27-201,19,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
Timothy Castagne,21,be BEL,WB,29-082,90,3,3,0,2,1,2,5,40.0,3,1,1,0,2,5,6,0
Jorge Cuenca,15,es ESP,CB,25-100,76,1,1,1,0,0,1,1,100.0,0,2,2,0,1,2,5,0
Calvin Bassey,3,ng NGA,CB,25-056,14,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0
Joachim Andersen,5,dk DEN,CB,28-270,90,2,2,2,0,0,2,2,100.0,0,1,1,0,0,2,6,0
Issa Diop,31,fr FRA,CB,28-047,90,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,8,0
Bernd Leno,1,de GER,GK,32-358,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
