Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Rodrigo Muniz,9,br BRA,FW,23-297,71,24,3,4,12,8,2,24,0,0,,0,,12,41,2,0,0,0,6,2,20,1
Raúl Jiménez,7,mx MEX,FW,33-296,19,9,0,2,4,4,3,9,0,0,,0,,4,31,28,1,0,1,0,1,5,1
Andreas Pereira,18,br BRA,"AM,CM",29-055,90,52,0,7,22,23,3,52,1,0,0.0,0,0.0,25,128,66,2,1,1,1,1,31,9
Adama Traoré,11,es ESP,AM,29-031,66,35,0,5,15,15,1,35,7,3,42.9,3,42.9,23,194,82,1,2,0,3,0,27,5
Willian,22,br BRA,AM,36-200,24,18,0,6,5,8,0,18,1,0,0.0,1,100.0,13,173,121,2,2,0,0,0,13,3
Sander Berge,16,no NOR,CM,27-011,90,36,1,8,25,3,0,36,2,2,100.0,0,0.0,17,80,43,1,0,0,0,0,24,1
Saša Lukić,20,rs SRB,CM,28-196,66,40,0,8,24,8,0,40,1,0,0.0,1,100.0,19,90,35,0,1,0,0,0,24,0
Alex Iwobi,17,ng NGA,AM,28-298,24,16,0,0,7,9,2,16,1,1,100.0,0,0.0,11,77,28,1,0,1,1,0,14,4
Ryan Sessegnon,30,eng ENG,WB,24-283,71,25,1,5,10,10,3,25,0,0,,0,,11,49,36,0,0,0,0,0,15,3
Antonee Robinson,33,us USA,WB,27-201,19,18,0,10,2,6,0,18,0,0,,0,,9,52,34,0,0,0,3,0,12,3
Timothy Castagne,21,be BEL,WB,29-082,90,45,4,14,20,13,0,45,1,0,0.0,1,100.0,18,93,27,1,1,0,2,0,24,6
Jorge Cuenca,15,es ESP,CB,25-100,76,38,4,24,14,0,0,38,0,0,,0,,19,47,17,0,0,0,0,0,22,0
Calvin Bassey,3,ng NGA,CB,25-056,14,12,0,8,4,0,0,12,0,0,,0,,3,5,3,0,0,0,1,0,4,0
Joachim Andersen,5,dk DEN,CB,28-270,90,78,20,48,30,0,0,78,0,0,,0,,43,249,131,0,0,0,0,0,52,0
Issa Diop,31,fr FRA,CB,28-047,90,45,7,29,15,1,0,45,0,0,,0,,25,107,49,1,0,0,0,0,28,0
Bernd Leno,1,de GER,GK,32-358,90,44,41,44,0,0,0,44,0,0,,0,,31,170,105,0,0,0,0,0,28,0
