Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Liam Delap,19,eng ENG,FW,21-352,78,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0
George Hirst,27,sct SCO,FW,25-345,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jaden Philogene Bidace,29,eng ENG,LW,22-352,78,2,1,0,2,0,0,2,0.0,2,2,0,2,3,5,0,0
Nathan Broadhead,33,wls WAL,LW,26-295,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Wes Burns,7,wls WAL,RW,30-063,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ben Johnson,18,eng ENG,RW,25-001,62,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,1,0
Omari Hutchinson,20,eng ENG,AM,21-087,78,1,0,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0
Julio Enciso,9,py PAR,AM,21-002,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kalvin Phillips,8,eng ENG,DM,29-054,90,3,2,1,1,1,0,1,0.0,1,3,1,2,6,9,6,0
Sam Morsy,5,eg EGY,DM,33-137,90,4,2,3,1,0,1,2,50.0,1,0,0,0,2,6,2,0
Leif Davis,3,eng ENG,LB,25-013,45,2,2,1,1,0,0,2,0.0,2,2,1,1,1,3,3,0
Conor Townsend,22,eng ENG,LB,31-327,45,2,2,2,0,0,1,3,33.3,2,0,0,0,1,3,1,0
Jacob Greaves,24,eng ENG,CB,24-135,90,1,1,0,1,0,1,2,50.0,1,2,1,1,0,1,9,0
Dara O'Shea,26,ie IRL,CB,25-327,90,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,7,0
Axel Tuanzebe,40,cd COD,RB,27-072,90,5,1,1,1,3,2,4,50.0,2,1,0,1,0,5,5,0
Christian Walton,28,eng ENG,GK,29-077,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
