Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Evanilson,9,br BRA,FW,25-090,81,0,0,0,4,3,0,0,0,0,0,0,0,1,2,2,50.0
Philip Billing,29,dk DEN,AM,28-207,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
Dango Ouattara,11,bf BFA,LW,22-328,69,0,0,0,1,2,0,4,0,1,0,0,0,3,1,0,100.0
David Brooks,7,wls WAL,RW,27-180,21,1,0,0,0,1,0,1,0,0,0,0,0,3,0,0,
Antoine Semenyo,24,gh GHA,"RW,LW",24-363,90,0,0,0,1,0,1,4,0,0,0,0,0,4,4,1,80.0
Justin Kluivert,19,nl NED,AM,25-244,69,0,0,0,3,0,0,1,1,0,0,0,0,4,0,0,
Enes Ünal,26,tr TUR,"FW,AM",27-239,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0
Lewis Cook,4,eng ENG,"DM,RB",27-336,90,0,0,0,1,0,0,5,1,3,0,0,0,8,2,0,100.0
Ryan Christie,10,sct SCO,DM,29-317,90,0,0,0,2,1,0,7,2,0,0,0,0,9,1,2,33.3
Milos Kerkez,3,hu HUN,LB,21-058,90,0,0,0,0,2,0,7,3,2,0,0,0,6,2,1,66.7
Dean Huijsen,2,es ESP,CB,19-265,90,0,0,0,0,0,0,1,1,1,0,0,0,3,3,2,60.0
Illia Zabarnyi,27,ua UKR,CB,22-125,90,0,0,0,0,0,0,0,0,1,0,0,0,3,5,1,83.3
James Hill,23,eng ENG,RB,22-360,69,0,0,0,1,3,0,3,1,1,0,0,0,2,1,2,33.3
Tyler Adams,12,us USA,"DM,RB",25-325,21,1,0,0,1,2,0,0,0,3,0,0,0,0,2,0,100.0
Mark Travers,42,ie IRL,GK,25-231,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
