Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Evanilson,9,br BRA,FW,25-090,81,11,11,0,0,0,0,0,0,0,0,0,0,6,0,1
Philip Billing,29,dk DEN,AM,28-207,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Dango Ouattara,11,bf BFA,LW,22-328,69,24,24,0,0,0,0,4,0,0,0,0,0,15,0,0
David Brooks,7,wls WAL,RW,27-180,21,8,8,0,0,0,0,1,0,0,0,0,0,6,0,1
Antoine Semenyo,24,gh GHA,"RW,LW",24-363,90,36,35,1,0,1,0,4,1,0,0,0,0,27,0,0
Justin Kluivert,19,nl NED,AM,25-244,69,25,24,1,0,0,0,1,0,0,0,0,0,18,0,0
Enes Ünal,26,tr TUR,"FW,AM",27-239,21,10,9,1,1,0,0,0,0,0,0,0,0,8,0,1
Lewis Cook,4,eng ENG,"DM,RB",27-336,90,61,52,9,4,0,0,5,1,4,2,1,0,51,0,1
Ryan Christie,10,sct SCO,DM,29-317,90,77,71,5,0,1,0,7,0,5,3,0,1,49,1,1
Milos Kerkez,3,hu HUN,LB,21-058,90,46,35,11,1,0,1,7,10,0,0,0,0,35,0,1
Dean Huijsen,2,es ESP,CB,19-265,90,63,59,4,3,0,0,1,1,0,0,0,0,52,0,1
Illia Zabarnyi,27,ua UKR,CB,22-125,90,46,44,2,2,0,1,0,0,0,0,0,0,39,0,0
James Hill,23,eng ENG,RB,22-360,69,42,32,10,0,0,0,3,10,0,0,0,0,23,0,2
Tyler Adams,12,us USA,"DM,RB",25-325,21,18,17,1,1,0,0,0,0,0,0,0,0,16,0,0
Mark Travers,42,ie IRL,GK,25-231,90,33,22,11,2,0,0,0,0,0,0,0,0,24,0,0
