Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jean-Philippe Mateta,14,fr FRA,FW,27-212,90,20,0,0,10,10,2,20,2,0,0.0,2,100.0,11,38,13,1,0,1,5,1,16,4
Eberechi Eze,10,eng ENG,"AM,LM",26-211,90,44,0,3,21,20,2,44,5,2,40.0,2,40.0,22,188,98,2,2,0,0,1,21,7
Ismaila Sarr,7,sn SEN,AM,26-336,71,22,2,6,6,10,2,22,4,1,25.0,2,50.0,12,57,27,1,0,0,2,0,12,3
Eddie Nketiah,9,eng ENG,"FW,AM",25-241,19,9,1,1,3,5,1,9,0,0,,0,,2,4,1,0,0,0,0,1,6,1
Jefferson Lerma,8,co COL,CM,30-093,90,53,4,12,26,15,1,53,0,0,,0,,18,64,35,0,0,0,0,2,23,0
Will Hughes,19,eng ENG,CM,29-284,83,39,1,12,15,14,1,39,1,1,100.0,0,0.0,15,84,51,0,0,0,0,2,20,1
Romain Esse,21,eng ENG,"RM,CM",19-258,7,6,0,1,2,3,2,6,0,0,,0,,3,17,1,0,0,0,0,0,4,2
Tyrick Mitchell,3,eng ENG,"WB,LB",25-147,90,36,4,14,12,10,0,36,1,0,0.0,1,100.0,22,89,64,1,0,0,1,1,21,5
Daniel Muñoz,12,co COL,"WB,RB",28-245,90,43,2,14,16,13,3,43,0,0,,0,,15,46,21,0,0,0,1,0,16,3
Marc Guéhi,6,eng ENG,CB,24-197,90,52,9,21,23,8,2,52,0,0,,0,,25,96,50,0,1,0,0,0,31,0
Maxence Lacroix,5,fr FRA,CB,24-295,90,67,14,34,27,6,4,67,0,0,,0,,29,164,67,1,1,0,3,0,26,0
Chris Richards,26,us USA,CB,24-304,83,41,4,22,17,3,2,41,0,0,,0,,23,141,79,1,1,0,0,0,23,0
Daichi Kamada,18,jp JPN,CM,28-174,7,5,0,1,3,1,0,5,1,0,0.0,1,100.0,1,4,0,0,0,0,0,0,2,0
Dean Henderson,1,eng ENG,GK,27-320,90,36,25,36,0,0,0,36,0,0,,0,,20,142,57,0,0,0,0,0,13,0
