Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jean-Philippe Mateta,14,fr FRA,FW,27-212,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Eberechi Eze,10,eng ENG,"AM,LM",26-211,90,2,1,0,2,0,2,3,66.7,1,2,0,2,0,2,0,0
Ismaila Sarr,7,sn SEN,AM,26-336,71,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,2,0
Eddie Nketiah,9,eng ENG,"FW,AM",25-241,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Jefferson Lerma,8,co COL,CM,30-093,90,1,1,0,1,0,1,1,100.0,0,1,0,1,2,3,3,0
Will Hughes,19,eng ENG,CM,29-284,83,1,1,0,1,0,1,4,25.0,3,2,0,2,0,1,2,0
Romain Esse,21,eng ENG,"RM,CM",19-258,7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Tyrick Mitchell,3,eng ENG,"WB,LB",25-147,90,0,0,0,0,0,0,0,,0,3,0,3,0,0,4,0
Daniel Muñoz,12,co COL,"WB,RB",28-245,90,5,5,4,0,1,1,3,33.3,2,2,0,2,0,5,2,0
Marc Guéhi,6,eng ENG,CB,24-197,90,0,0,0,0,0,0,0,,0,2,0,2,0,0,5,0
Maxence Lacroix,5,fr FRA,CB,24-295,90,1,1,1,0,0,1,2,50.0,1,5,1,4,0,1,9,0
Chris Richards,26,us USA,CB,24-304,83,3,3,2,1,0,3,5,60.0,2,2,0,2,0,3,5,0
Daichi Kamada,18,jp JPN,CM,28-174,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dean Henderson,1,eng ENG,GK,27-320,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
