Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,25-030,73,22,0,3,9,10,3,22,0,0,,0,,7,11,8,0,0,0,1,2,18,7
Hwang Hee-chan,11,kr KOR,FW,29-041,17,6,0,0,2,4,0,6,0,0,,0,,5,20,2,0,0,0,0,3,7,2
Jean-Ricner Bellegarde,27,fr FRA,AM,26-254,82,45,0,5,18,23,3,45,3,0,0.0,3,100.0,24,155,97,3,3,0,4,3,35,5
Gonçalo Guedes,29,pt POR,AM,28-099,8,6,0,1,4,1,0,6,0,0,,0,,5,35,6,0,0,0,0,0,5,1
Marshall Munetsi,5,zw ZIM,AM,28-259,45,16,1,3,7,6,3,16,1,0,0.0,1,100.0,6,13,8,0,0,0,2,0,10,2
Pablo Sarabia,21,es ESP,AM,32-301,45,47,0,1,22,24,1,47,0,0,,0,,25,99,50,1,1,0,2,1,38,6
André,7,br BRA,CM,23-235,89,86,2,11,67,9,1,86,1,1,100.0,0,0.0,54,284,131,0,2,0,2,0,61,1
Tommy Doyle,20,eng ENG,CM,23-142,1,1,0,0,1,0,0,1,0,0,,0,,1,3,0,0,0,0,0,0,1,0
João Gomes,8,br BRA,CM,24-024,90,69,1,9,37,23,1,69,2,2,100.0,0,0.0,44,182,91,1,2,0,2,6,59,4
Rayan Aït-Nouri,3,dz ALG,WB,23-275,90,64,2,16,20,28,3,64,6,2,33.3,4,66.7,30,170,78,3,2,0,2,2,38,10
Nélson Semedo,22,pt POR,WB,31-112,89,56,1,6,21,29,2,56,0,0,,0,,29,131,46,1,2,0,3,4,38,11
Santiago Bueno,4,uy URU,CB,26-119,1,2,0,0,2,0,0,2,0,0,,0,,2,13,10,0,0,0,0,0,2,0
Toti Gomes,24,pt POR,CB,26-051,90,104,9,37,64,3,0,104,0,0,,0,,67,349,239,4,0,0,0,0,79,1
Emmanuel Agbadou,12,ci CIV,CB,27-264,90,103,14,48,55,0,0,103,0,0,,0,,65,303,139,0,0,0,0,0,73,0
Matt Doherty,2,ie IRL,CB,33-051,90,94,3,30,53,12,0,94,3,1,33.3,2,66.7,60,315,235,3,3,0,0,1,69,4
José Sá,1,pt POR,GK,32-050,90,32,28,32,0,0,0,32,0,0,,0,,21,129,95,0,0,0,0,0,20,0
