Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,25-030,73,1,0,0,3,0,0,1,0,0,0,0,0,2,0,3,0.0
Hwang Hee-chan,11,kr KOR,FW,29-041,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jean-Ricner Bellegarde,27,fr FRA,AM,26-254,82,0,0,0,1,2,0,3,0,0,0,0,0,3,1,1,50.0
Gonçalo Guedes,29,pt POR,AM,28-099,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Marshall Munetsi,5,zw ZIM,AM,28-259,45,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,50.0
Pablo Sarabia,21,es ESP,AM,32-301,45,0,0,0,2,0,0,5,0,1,0,0,0,1,1,1,50.0
André,7,br BRA,CM,23-235,89,1,0,0,1,3,0,0,1,3,0,0,0,12,0,0,
Tommy Doyle,20,eng ENG,CM,23-142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
João Gomes,8,br BRA,CM,24-024,90,0,0,0,1,4,0,2,0,1,0,0,0,2,0,2,0.0
Rayan Aït-Nouri,3,dz ALG,WB,23-275,90,0,0,0,2,2,0,3,0,1,0,0,0,0,0,0,
Nélson Semedo,22,pt POR,WB,31-112,89,0,0,0,0,0,0,4,1,0,0,0,0,3,0,2,0.0
Santiago Bueno,4,uy URU,CB,26-119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Toti Gomes,24,pt POR,CB,26-051,90,0,0,0,0,0,0,0,2,1,0,0,0,5,0,1,0.0
Emmanuel Agbadou,12,ci CIV,CB,27-264,90,0,0,0,0,1,0,0,1,0,0,0,0,9,2,3,40.0
Matt Doherty,2,ie IRL,CB,33-051,90,0,0,0,0,2,0,0,1,1,0,0,0,3,3,1,75.0
José Sá,1,pt POR,GK,32-050,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
