Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Raúl Jiménez,7,mx MEX,FW,33-153,76,1,0,1,0,0,0,1,0.0,1,1,0,1,0,1,0,0
Rodrigo Muniz,9,br BRA,FW,23-154,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adama Traoré,11,es ESP,"LM,LW",28-254,90,2,2,1,1,0,2,3,66.7,1,0,0,0,0,2,1,0
Saša Lukić,20,rs SRB,CM,28-053,90,3,0,2,1,0,2,4,50.0,2,2,0,2,1,4,2,0
Sander Berge,16,no NOR,CM,26-234,64,1,0,0,1,0,0,0,,0,1,0,1,0,1,3,0
Tom Cairney,10,sct SCO,"LM,CM",33-259,26,1,0,0,0,1,1,1,100.0,0,1,0,1,2,3,0,0
Andreas Pereira,18,br BRA,RM,28-278,64,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,0,0
Emile Smith Rowe,32,eng ENG,RM,24-069,26,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
Antonee Robinson,33,us USA,LB,27-058,90,3,0,3,0,0,2,6,33.3,4,1,0,1,1,4,2,0
Calvin Bassey,3,ng NGA,CB,24-279,90,2,2,2,0,0,0,0,,0,5,4,1,0,2,5,0
Joachim Andersen,5,dk DEN,CB,28-127,90,0,0,0,0,0,0,0,,0,2,1,1,2,2,4,0
Kenny Tete,2,nl NED,CB,28-362,76,2,1,1,1,0,1,1,100.0,0,2,0,2,0,2,2,0
Timothy Castagne,21,be BEL,RB,28-305,14,4,2,2,2,0,3,4,75.0,1,0,0,0,0,4,0,0
Alex Iwobi,17,ng NGA,RB,28-155,76,3,2,2,1,0,2,3,66.7,1,1,0,1,1,4,2,0
Reiss Nelson,19,eng ENG,RW,24-300,14,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Bernd Leno,1,de GER,GK,32-215,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
