Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Ollie Watkins,11,eng ENG,FW,28-340,64,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Jáder Durán,9,co COL,FW,20-357,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Morgan Rogers,27,eng ENG,LW,22-131,86,1,1,0,0,1,1,2,50.0,1,1,0,1,0,1,2,0
Emi Buendía,10,ar ARG,"AM,LW",27-345,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Leon Bailey,31,jm JAM,RW,27-117,64,1,1,0,0,1,0,0,,0,0,0,0,1,2,1,0
Jaden Philogene Bidace,19,eng ENG,RW,22-300,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
John McGinn,7,sct SCO,AM,30-047,87,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ian Maatsen,22,nl NED,LW,22-269,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Youri Tielemans,8,be BEL,DM,27-211,90,2,1,0,2,0,1,1,100.0,0,1,1,0,1,3,3,0
Boubacar Kamara,44,fr FRA,DM,25-011,70,2,1,0,1,1,1,3,33.3,2,1,0,1,0,2,3,1
Ross Barkley,6,eng ENG,DM,30-365,20,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0
Lucas Digne,12,fr FRA,LB,31-137,90,2,2,1,0,1,1,2,50.0,1,0,0,0,2,4,3,0
Tyrone Mings,5,eng ENG,CB,31-266,90,1,1,1,0,0,0,0,,0,1,1,0,0,1,6,0
Ezri Konsa,4,eng ENG,CB,27-042,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0
Matty Cash,2,pl POL,RB,27-119,90,5,4,2,3,0,3,3,100.0,0,2,2,0,2,7,0,0
Emiliano Martínez,23,ar ARG,GK,32-093,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
