Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,28-340,64,19,19,0,0,0,0,0,0,0,0,0,0,17,0,0
Jáder Durán,9,co COL,FW,20-357,26,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
Morgan Rogers,27,eng ENG,LW,22-131,86,41,41,0,0,1,1,3,0,0,0,0,0,33,0,1
Emi Buendía,10,ar ARG,"AM,LW",27-345,4,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Leon Bailey,31,jm JAM,RW,27-117,64,18,18,0,0,1,0,2,0,0,0,0,0,10,0,2
Jaden Philogene Bidace,19,eng ENG,RW,22-300,26,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
John McGinn,7,sct SCO,AM,30-047,87,15,12,3,1,0,0,0,0,0,0,0,0,13,0,0
Ian Maatsen,22,nl NED,LW,22-269,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Youri Tielemans,8,be BEL,DM,27-211,90,48,40,8,3,1,0,6,0,5,5,0,0,40,0,0
Boubacar Kamara,44,fr FRA,DM,25-011,70,32,31,1,1,0,0,0,0,0,0,0,0,32,0,0
Ross Barkley,6,eng ENG,DM,30-365,20,12,9,3,3,0,0,0,0,0,0,0,0,9,0,0
Lucas Digne,12,fr FRA,LB,31-137,90,51,40,11,0,0,0,12,6,5,4,0,0,37,0,2
Tyrone Mings,5,eng ENG,CB,31-266,90,40,39,1,1,0,0,0,0,0,0,0,0,36,0,1
Ezri Konsa,4,eng ENG,CB,27-042,90,42,39,3,3,0,0,0,0,0,0,0,0,40,0,1
Matty Cash,2,pl POL,RB,27-119,90,40,33,7,0,0,0,1,7,0,0,0,0,30,0,1
Emiliano Martínez,23,ar ARG,GK,32-093,90,38,30,8,3,0,0,0,0,0,0,0,0,26,0,0
