Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Kai Havertz,29,de GER,FW,25-074,90,23,23,0,0,0,0,0,0,0,0,0,0,20,0,0
Gabriel Martinelli,11,br BRA,LW,23-067,64,21,19,2,0,0,0,2,2,0,0,0,0,15,0,1
Leandro Trossard,19,be BEL,LW,29-264,26,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1
Bukayo Saka,7,eng ENG,RW,22-354,87,32,30,2,1,0,0,3,1,0,0,0,0,28,0,0
Reiss Nelson,24,eng ENG,RW,24-258,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declan Rice,41,eng ENG,LM,25-223,90,33,31,2,1,0,1,3,0,1,1,0,0,28,0,0
Thomas Partey,5,gh GHA,CM,31-072,90,61,60,1,0,1,0,0,0,0,0,0,0,54,0,1
Martin Ødegaard,8,no NOR,RM,25-251,90,53,51,1,1,2,0,3,0,0,0,0,0,44,1,0
Jurriën Timber,12,nl NED,LB,23-068,78,40,37,3,1,1,0,0,2,0,0,0,0,33,0,1
Riccardo Calafiori,33,it ITA,LB,22-097,12,6,5,1,0,0,0,0,1,0,0,0,0,5,0,0
Gabriel Magalhães,6,br BRA,CB,26-249,90,83,79,4,1,0,1,0,0,0,0,0,0,77,0,0
William Saliba,2,fr FRA,CB,23-153,90,90,90,0,0,0,0,0,0,0,0,0,0,89,0,0
Ben White,4,eng ENG,RB,26-321,90,67,58,9,3,1,1,1,6,0,0,0,0,61,0,0
David Raya,22,es ESP,GK,28-344,90,29,23,6,3,0,0,0,0,0,0,0,0,25,0,0
