Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Erling Haaland,9,no NOR,FW,24-028,90,1,0,0,2,1,0,0,0,0,0,0,0,1,2,0,100.0
Sávio,26,br BRA,"RW,LW",20-130,45,0,0,0,1,0,0,2,0,1,0,0,0,2,0,1,0.0
Phil Foden,47,eng ENG,RW,24-082,45,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,100.0
Jeremy Doku,11,be BEL,"LW,RW",22-083,90,0,0,0,1,4,1,4,0,1,0,0,0,8,0,0,
Kevin De Bruyne,17,be BEL,CM,33-051,90,0,0,0,1,3,0,4,1,1,0,0,0,4,1,1,50.0
Bernardo Silva,20,pt POR,CM,30-008,90,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,
Mateo Kovačić,8,hr CRO,DM,30-104,90,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,
Rico Lewis,82,eng ENG,DM,19-271,90,0,0,0,0,1,0,0,1,0,0,0,0,8,0,1,0.0
Joško Gvardiol,24,hr CRO,LB,22-208,90,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,
Rúben Dias,3,pt POR,CB,27-096,90,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,100.0
Manuel Akanji,25,ch SUI,RB,29-030,90,0,0,0,2,1,0,0,0,1,0,0,0,4,0,0,
Ederson,31,br BRA,GK,31-001,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
