Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Conor Chaplin,10,eng ENG,"FW,AM",27-309,61,20,16,4,0,3,0,0,0,0,0,0,0,13,0,0
Jack Taylor,14,ie IRL,AM,26-181,29,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
Sammie Szmodics,23,ie IRL,LW,29-088,77,21,19,2,0,0,0,1,0,1,1,0,0,19,0,1
Nathan Broadhead,33,wls WAL,LW,26-260,13,8,7,1,0,0,0,0,1,0,0,0,0,6,0,1
Wes Burns,7,wls WAL,RW,30-028,77,21,21,0,0,0,0,6,0,0,0,0,0,12,0,3
Ben Johnson,18,eng ENG,RW,24-332,13,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Omari Hutchinson,20,eng ENG,AM,21-052,45,15,14,0,0,0,0,1,0,0,0,0,0,12,1,1
Ali Al Hamadi,16,iq IRQ,FW,22-295,45,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
Jens Cajuste,12,se SWE,DM,25-133,61,44,43,1,1,0,0,0,0,0,0,0,0,40,0,2
Kalvin Phillips,8,eng ENG,DM,29-019,29,19,17,2,1,0,2,0,1,0,0,0,0,15,0,1
Sam Morsy,5,eg EGY,DM,33-102,90,51,49,1,1,0,0,0,0,0,0,0,0,48,1,0
Leif Davis,3,eng ENG,LB,24-344,90,57,50,7,1,0,0,3,5,1,1,0,0,41,0,2
Cameron Burgess,15,au AUS,CB,29-061,90,54,52,2,0,0,0,0,0,0,0,0,0,49,0,0
Dara O'Shea,26,ie IRL,CB,25-292,90,45,45,0,0,0,0,0,0,0,0,0,0,39,0,0
Harry Clarke,2,eng ENG,RB,23-294,90,44,40,4,0,1,0,1,4,0,0,0,0,32,0,0
Arijanet Muric,1,xk KVX,GK,26-044,90,44,33,10,4,0,0,0,0,0,0,0,0,30,1,0
