Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Solanke,19,eng ENG,FW,27-123,90,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
Son Heung-min,7,kr KOR,LW,32-191,77,13,13,0,0,0,0,0,0,0,0,0,0,10,0,2
Richarlison,9,br BRA,LW,27-250,13,9,8,1,1,0,1,3,0,0,0,0,0,8,0,0
Dejan Kulusevski,21,se SWE,"RM,RW",24-265,90,25,24,1,0,1,0,2,0,1,0,0,0,20,0,2
Lucas Bergvall,15,se SWE,"CM,LM",18-348,90,41,36,5,2,0,0,1,0,0,0,0,0,37,0,0
Yves Bissouma,8,ml MLI,CM,28-138,45,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0
James Maddison,10,eng ENG,LM,28-053,45,28,25,2,1,0,0,2,0,1,1,0,0,22,1,0
Pape Matar Sarr,29,sn SEN,RM,22-123,45,9,9,0,0,0,0,1,0,0,0,0,0,7,0,0
Brennan Johnson,22,wls WAL,RW,23-237,45,13,13,0,0,0,0,1,0,0,0,0,0,10,0,0
Djed Spence,24,eng ENG,LB,24-159,90,64,48,16,5,0,1,1,11,0,0,0,0,54,0,1
Archie Gray,14,eng ENG,CB,18-309,90,67,61,6,4,0,0,0,0,0,0,0,0,59,0,2
Radu Drăgușin,6,ro ROU,CB,22-347,90,31,28,3,3,0,0,0,0,0,0,0,0,24,0,0
Pedro Porro,23,es ESP,RB,25-124,90,51,40,11,1,0,0,6,8,2,0,2,0,37,0,0
Antonín Kinský,31,cz CZE,GK,21-308,90,49,41,8,2,0,0,0,0,0,0,0,0,39,0,1
