Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Solanke,19,eng ENG,FW,27-123,90,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Son Heung-min,7,kr KOR,LW,32-191,77,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,0,0
Richarlison,9,br BRA,LW,27-250,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dejan Kulusevski,21,se SWE,"RM,RW",24-265,90,3,2,1,0,2,1,3,33.3,2,1,0,1,0,3,0,0
Lucas Bergvall,15,se SWE,"CM,LM",18-348,90,6,4,3,3,0,3,5,60.0,2,2,2,0,1,7,5,1
Yves Bissouma,8,ml MLI,CM,28-138,45,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,1
James Maddison,10,eng ENG,LM,28-053,45,1,0,0,0,1,0,0,,0,0,0,0,1,2,0,0
Pape Matar Sarr,29,sn SEN,RM,22-123,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Brennan Johnson,22,wls WAL,RW,23-237,45,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Djed Spence,24,eng ENG,LB,24-159,90,3,3,3,0,0,3,3,100.0,0,2,1,1,2,5,3,1
Archie Gray,14,eng ENG,CB,18-309,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0
Radu Drăgușin,6,ro ROU,CB,22-347,90,1,1,1,0,0,0,1,0.0,1,3,3,0,0,1,5,0
Pedro Porro,23,es ESP,RB,25-124,90,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,6,0
Antonín Kinský,31,cz CZE,GK,21-308,90,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0
