Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,38-015,76,15,0,1,5,9,3,15,0,0,,0,,8,28,4,1,0,0,0,1,8,2
Patson Daka,20,zm ZAM,FW,26-109,14,5,1,2,1,3,0,5,0,0,,0,,2,3,2,0,0,0,0,0,3,0
Bobby De Cordova-Reid,14,jm JAM,LW,31-359,85,28,1,1,12,15,4,28,1,0,0.0,1,100.0,18,69,36,1,1,1,3,0,19,3
Oliver Skipp,22,eng ENG,"CM,LW",24-132,5,4,0,2,2,0,0,4,0,0,,0,,1,0,0,0,0,0,0,0,0,0
Jordan Ayew,18,gh GHA,RW,33-137,86,49,1,9,21,20,3,49,2,1,50.0,1,50.0,23,151,98,3,3,1,3,0,29,6
Conor Coady,4,eng ENG,CB,31-336,4,6,2,4,2,0,0,6,0,0,,0,,2,3,0,0,0,0,0,0,2,0
Bilal El Khannouss,11,ma MAR,AM,20-261,76,38,0,1,20,18,0,38,3,3,100.0,0,0.0,22,116,54,3,2,0,1,1,25,2
Facundo Buonanotte,40,ar ARG,"FW,AM",20-034,14,7,0,1,4,2,0,7,1,1,100.0,0,0.0,3,5,0,0,0,0,1,0,2,0
Boubakary Soumaré,24,fr FRA,"DM,CM",25-334,90,47,0,8,34,6,0,47,3,3,100.0,0,0.0,30,111,64,1,0,0,2,0,26,1
Harry Winks,8,eng ENG,"DM,CM",28-359,90,56,4,16,33,8,0,56,1,0,0.0,1,100.0,42,131,39,0,2,0,0,2,35,1
Victor Bernth Kristiansen,16,dk DEN,LB,22-041,90,58,4,19,21,19,1,58,1,0,0.0,1,100.0,29,156,73,2,1,1,2,2,28,2
Jannik Vestergaard,23,dk DEN,CB,32-176,90,44,10,22,23,0,0,44,0,0,,0,,27,99,56,0,0,0,0,0,27,0
Wout Faes,3,be BEL,CB,26-298,90,46,6,19,24,3,1,46,0,0,,0,,26,81,19,0,0,0,0,0,25,0
James Justin,2,eng ENG,RB,26-338,89,57,5,16,30,13,3,57,2,2,100.0,0,0.0,33,162,114,4,3,1,0,0,31,4
Woyo Coulibaly,25,ml MLI,RB,25-251,1,4,0,3,2,0,0,4,0,0,,0,,3,17,4,0,0,0,1,0,1,0
Jakub Stolarczyk,41,pl POL,GK,24-038,90,46,35,45,2,0,0,46,0,0,,0,,26,115,48,0,0,0,0,0,18,0
