Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Alexander Isak,14,se SWE,FW,25-133,90,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,50.0
Anthony Gordon,10,eng ENG,LW,23-343,90,1,0,0,0,4,1,6,0,0,0,0,0,2,0,0,
Jacob Murphy,23,eng ENG,RW,29-343,86,0,0,0,2,0,0,2,1,0,0,0,0,3,0,0,
William Osula,18,dk DEN,RW,21-181,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joelinton,7,br BRA,LM,28-171,63,1,0,0,2,2,0,0,0,0,0,0,0,2,1,2,33.3
Joe Willock,28,eng ENG,LM,25-165,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Sandro Tonali,8,it ITA,CM,24-269,90,1,0,0,2,2,0,2,3,0,0,0,0,4,0,0,
Bruno Guimarães,39,br BRA,RM,27-077,86,0,0,0,1,4,1,0,0,0,0,0,0,6,1,0,100.0
Lewis Miley,67,eng ENG,RM,18-276,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lewis Hall,20,eng ENG,LB,20-146,86,0,0,0,0,0,0,4,0,1,0,0,0,6,0,1,0.0
Lloyd Kelly,25,eng ENG,LB,26-118,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Dan Burn,33,eng ENG,CB,32-268,90,1,0,0,2,1,1,1,0,0,0,0,0,1,8,3,72.7
Fabian Schär,5,ch SUI,CB,33-043,90,0,0,0,0,0,0,2,0,0,0,0,0,5,1,4,20.0
Valentino Livramento,21,eng ENG,RB,22-081,63,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0.0
Kieran Trippier,2,eng ENG,RB,34-135,27,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0
Martin Dúbravka,1,sk SVK,GK,36-017,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
