Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
George Hirst,27,sct SCO,FW,26-057,70,18,2,3,8,7,1,18,0,0,,0,,8,33,23,1,0,0,2,0,15,2
Liam Delap,19,eng ENG,FW,22-064,20,7,0,1,3,5,2,7,3,2,66.7,1,33.3,3,92,52,1,1,1,0,1,3,1
Jack Clarke,47,eng ENG,LW,24-141,70,23,5,13,9,3,0,23,3,1,33.3,2,66.7,10,75,61,2,3,0,0,1,12,0
Jaden Philogene Bidace,29,eng ENG,LW,23-064,5,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Nathan Broadhead,33,wls WAL,LW,27-008,15,6,0,0,3,4,0,6,2,2,100.0,0,0.0,5,31,22,2,1,0,0,0,4,2
Ben Johnson,18,eng ENG,RW,25-079,90,32,4,8,11,13,2,32,0,0,,0,,10,69,20,0,1,0,2,1,13,4
Julio Enciso,9,py PAR,AM,21-080,75,28,1,4,16,8,2,28,4,2,50.0,1,25.0,16,40,8,0,0,0,2,3,20,2
Jack Taylor,14,ie IRL,AM,26-294,15,8,0,1,4,4,1,8,1,0,0.0,0,0.0,2,5,0,0,0,0,2,0,3,1
Jens Cajuste,12,se SWE,DM,25-246,90,40,5,16,21,4,0,40,2,1,50.0,1,50.0,14,65,14,0,0,0,0,1,19,1
Sam Morsy,5,eg EGY,DM,33-215,90,36,3,12,21,3,0,36,0,0,,0,,10,47,37,1,0,0,0,0,12,0
Leif Davis,3,eng ENG,LB,25-091,61,27,6,16,8,3,0,27,0,0,,0,,12,39,24,0,0,0,1,0,11,0
Conor Townsend,22,eng ENG,LB,32-040,29,8,3,5,2,2,0,8,0,0,,0,,2,11,7,0,0,0,0,0,1,1
Cameron Burgess,15,au AUS,CB,29-174,90,31,12,24,6,1,0,31,0,0,,0,,18,64,30,0,0,0,0,0,19,0
Dara O'Shea,26,ie IRL,CB,26-040,90,37,14,27,9,3,1,37,0,0,,0,,14,79,38,0,0,0,1,0,17,1
Axel Tuanzebe,40,cd COD,RB,27-150,90,31,9,17,12,2,0,31,1,0,0.0,1,100.0,13,67,38,1,0,0,1,0,12,1
Alex Palmer,31,eng ENG,GK,28-246,90,40,38,40,0,0,0,40,0,0,,0,,16,131,96,0,0,0,0,0,4,0
