Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Conor Chaplin,10,eng ENG,"FW,AM",27-309,61,2,0,0,0,2,0,3,0.0,3,1,0,1,0,2,0,0
Jack Taylor,14,ie IRL,AM,26-181,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sammie Szmodics,23,ie IRL,LW,29-088,77,0,0,0,0,0,0,4,0.0,4,0,0,0,0,0,1,0
Nathan Broadhead,33,wls WAL,LW,26-260,13,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Wes Burns,7,wls WAL,RW,30-028,77,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ben Johnson,18,eng ENG,RW,24-332,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Omari Hutchinson,20,eng ENG,AM,21-052,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ali Al Hamadi,16,iq IRQ,FW,22-295,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Jens Cajuste,12,se SWE,DM,25-133,61,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,1
Kalvin Phillips,8,eng ENG,DM,29-019,29,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0
Sam Morsy,5,eg EGY,DM,33-102,90,1,0,0,1,0,0,0,,0,1,1,0,0,1,1,0
Leif Davis,3,eng ENG,LB,24-344,90,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,1,0
Cameron Burgess,15,au AUS,CB,29-061,90,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0
Dara O'Shea,26,ie IRL,CB,25-292,90,2,2,1,1,0,1,2,50.0,1,1,0,1,1,3,5,0
Harry Clarke,2,eng ENG,RB,23-294,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0
Arijanet Muric,1,xk KVX,GK,26-044,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
