Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Armando Broja,22,al ALB,FW,23-110,74,0,0,0,3,1,0,0,0,0,0,0,0,1,4,2,66.7
Beto,14,gw GNB,FW,26-333,16,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,100.0
Iliman Ndiaye,10,sn SEN,"LW,LM",24-298,90,0,0,0,0,2,0,3,0,1,0,0,0,3,0,1,0.0
Jack Harrison,11,eng ENG,RW,28-039,45,0,0,0,1,1,0,4,0,0,0,0,0,1,0,2,0.0
Jesper Lindstrøm,29,dk DEN,"RM,RW",24-304,45,0,0,0,0,0,0,7,0,0,0,0,0,1,0,3,0.0
Abdoulaye Doucouré,16,ml MLI,"LM,CM",31-363,90,0,0,0,2,0,0,0,0,2,0,0,0,5,2,1,66.7
Idrissa Gana Gueye,27,sn SEN,CM,35-094,67,1,0,0,1,1,0,0,1,4,0,0,0,3,0,0,
Dominic Calvert-Lewin,9,eng ENG,FW,27-288,23,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,75.0
Orel Mangala,8,be BEL,"RM,CM",26-286,90,0,0,0,0,0,0,3,1,0,0,0,0,3,2,2,50.0
Vitaliy Mykolenko,19,ua UKR,LB,25-214,90,0,0,0,0,0,0,10,2,1,0,0,0,1,2,0,100.0
Jarrad Branthwaite,32,eng ENG,CB,22-185,90,1,0,0,1,1,0,0,1,1,0,0,0,6,4,5,44.4
James Tarkowski,6,eng ENG,CB,32-040,90,1,0,0,2,1,0,0,1,2,0,0,0,13,7,2,77.8
Ashley Young,18,eng ENG,RB,39-173,67,0,0,0,3,1,0,3,0,0,0,0,0,1,1,2,33.3
Nathan Patterson,2,sct SCO,RB,23-074,23,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0.0
Jordan Pickford,1,eng ENG,GK,30-297,90,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
