Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Mathys Tel,11,fr FRA,FW,19-305,66,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0
Dejan Kulusevski,21,se SWE,"RM,FW",24-307,24,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Wilson Odobert,28,fr FRA,LW,20-090,66,26,25,1,0,0,0,1,0,1,0,0,0,19,0,1
Son Heung-min,7,kr KOR,"FW,LW",32-233,24,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
Brennan Johnson,22,wls WAL,RW,23-279,90,22,20,2,0,0,0,1,2,0,0,0,0,18,0,1
James Maddison,10,eng ENG,LM,28-095,81,64,54,10,3,0,0,8,0,6,5,0,0,45,0,2
Timo Werner,16,de GER,LW,28-357,9,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Rodrigo Bentancur,30,uy URU,CM,27-246,66,44,41,3,3,1,0,0,0,0,0,0,0,38,0,2
Pape Matar Sarr,29,sn SEN,"CM,RM",22-165,24,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
Lucas Bergvall,15,se SWE,"RM,LM,CM",19-024,90,56,52,4,2,0,1,0,2,0,0,0,0,49,0,0
Destiny Udogie,13,it ITA,LB,22-090,66,41,36,5,1,0,0,0,4,0,0,0,0,40,0,0
Djed Spence,24,eng ENG,LB,24-201,24,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0
Kevin Danso,4,at AUT,CB,26-160,90,91,90,1,1,0,0,0,0,0,0,0,0,85,0,0
Archie Gray,14,eng ENG,CB,18-351,90,77,76,1,1,0,0,0,0,0,0,0,0,73,0,0
Pedro Porro,23,es ESP,RB,25-166,90,67,51,16,4,0,0,6,11,1,0,1,0,57,0,2
Guglielmo Vicario,1,it ITA,GK,28-142,90,34,30,4,2,0,0,0,0,0,0,0,0,32,0,0
