Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Mikel Merino,23,es ESP,"FW,LM",28-260,90,24,24,0,0,1,0,0,0,0,0,0,0,17,0,0
Leandro Trossard,19,be BEL,"LW,FW",30-095,90,37,37,0,0,0,1,2,0,0,0,0,0,29,0,1
Ethan Nwaneri,53,eng ENG,RW,17-353,57,30,29,1,0,0,0,4,1,0,0,0,0,21,0,1
Gabriel Martinelli,11,br BRA,RW,23-264,33,11,11,0,0,0,0,4,0,0,0,0,0,6,0,1
Declan Rice,41,eng ENG,"LM,CM",26-054,90,72,67,5,2,1,1,4,0,3,2,0,0,62,0,0
Thomas Partey,5,gh GHA,CM,31-269,75,69,69,0,0,0,0,1,0,0,0,0,0,61,0,0
Kieran Tierney,3,sct SCO,LW,27-277,15,6,6,0,0,0,0,1,0,0,0,0,0,6,0,0
Martin Ødegaard,8,no NOR,RM,26-082,90,81,71,10,0,2,0,6,2,6,4,0,0,70,0,1
Riccardo Calafiori,33,it ITA,LB,22-294,57,27,23,4,1,0,0,2,3,0,0,0,0,23,0,0
Myles Lewis-Skelly,49,eng ENG,LB,18-164,33,16,15,1,1,0,0,0,0,0,0,0,0,16,0,0
Gabriel Magalhães,6,br BRA,CB,27-080,90,71,65,6,2,0,0,0,0,0,0,0,0,69,0,0
William Saliba,2,fr FRA,CB,23-350,90,89,86,2,1,0,0,1,1,0,0,0,0,82,1,0
Jurriën Timber,12,nl NED,RB,23-265,90,78,63,15,0,0,0,2,15,0,0,0,0,67,0,2
David Raya,22,es ESP,GK,29-175,90,33,32,1,0,0,0,0,0,0,0,0,0,24,0,0
