Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ollie Watkins,11,eng ENG,FW,29-005,90,18,0,0,7,11,5,18,1,0,0.0,1,100.0,9,27,3,0,0,1,0,2,18,6
John McGinn,7,sct SCO,LW,30-078,18,11,0,0,5,6,0,11,1,0,0.0,1,100.0,9,56,21,1,0,0,0,0,11,2
Jacob Ramsey,41,eng ENG,LW,23-221,72,46,1,4,22,20,3,46,0,0,,0,,29,145,26,0,0,0,3,2,35,5
Leon Bailey,31,jm JAM,RW,27-148,90,46,0,2,23,22,4,46,4,1,25.0,3,75.0,30,180,77,4,2,2,0,3,37,10
Youri Tielemans,8,be BEL,"AM,DM",27-242,90,54,1,8,32,14,1,54,1,0,0.0,1,100.0,23,103,17,0,0,1,0,2,33,1
Ross Barkley,6,eng ENG,DM,31-030,75,62,2,4,41,19,1,62,3,3,100.0,0,0.0,34,247,118,3,4,1,0,1,45,0
Emi Buendía,10,ar ARG,AM,28-010,15,10,0,2,3,5,2,10,0,0,,0,,6,11,9,0,0,0,0,1,7,0
Boubacar Kamara,44,fr FRA,DM,25-042,90,71,2,9,46,16,2,71,1,1,100.0,0,0.0,39,258,134,3,2,0,0,1,56,0
Lucas Digne,12,fr FRA,LB,31-168,75,79,0,7,39,33,0,79,0,0,,0,,46,218,110,0,2,0,1,0,47,11
Ian Maatsen,22,nl NED,LB,22-300,15,23,1,5,13,5,1,23,0,0,,0,,12,55,11,0,0,0,0,1,17,1
Tyrone Mings,5,eng ENG,CB,31-297,90,119,11,45,74,1,0,119,0,0,,0,,91,492,276,0,1,0,0,0,100,0
Ezri Konsa,4,eng ENG,CB,27-073,90,95,4,27,67,1,1,95,0,0,,0,,69,322,170,0,0,0,0,0,80,0
Matty Cash,2,pl POL,RB,27-150,90,84,3,14,51,21,3,84,4,1,25.0,3,75.0,44,294,98,3,3,0,2,0,58,7
Emiliano Martínez,23,ar ARG,GK,32-124,90,33,22,32,1,0,0,33,0,0,,0,,20,97,72,0,0,0,0,0,22,0
