Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Ollie Watkins,11,eng ENG,FW,29-005,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1
John McGinn,7,sct SCO,LW,30-078,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jacob Ramsey,41,eng ENG,LW,23-221,72,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Leon Bailey,31,jm JAM,RW,27-148,90,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Youri Tielemans,8,be BEL,"AM,DM",27-242,90,2,2,0,2,0,0,0,,0,2,0,2,0,2,2,0
Ross Barkley,6,eng ENG,DM,31-030,75,3,1,0,3,0,1,2,50.0,1,1,0,1,3,6,1,0
Emi Buendía,10,ar ARG,AM,28-010,15,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Boubacar Kamara,44,fr FRA,DM,25-042,90,2,0,0,2,0,2,3,66.7,1,1,0,1,0,2,2,0
Lucas Digne,12,fr FRA,LB,31-168,75,3,1,0,2,1,0,1,0.0,1,1,0,1,3,6,1,0
Ian Maatsen,22,nl NED,LB,22-300,15,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Tyrone Mings,5,eng ENG,CB,31-297,90,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,4,0
Ezri Konsa,4,eng ENG,CB,27-073,90,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,2,0
Matty Cash,2,pl POL,RB,27-150,90,7,6,2,4,1,5,5,100.0,0,0,0,0,0,7,1,0
Emiliano Martínez,23,ar ARG,GK,32-124,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
