Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Mohammed Kudus,14,gh GHA,FW,24-209,72,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Evan Ferguson,34,ie IRL,FW,20-131,18,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Jarrod Bowen,20,eng ENG,FW,28-069,90,3,1,1,2,0,0,1,0.0,1,1,0,1,0,3,0,0
Edson Álvarez,19,mx MEX,CM,27-126,65,0,0,0,0,0,0,0,,0,1,1,0,0,0,3,0
Carlos Soler,4,es ESP,CM,28-056,25,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
James Ward-Prowse,8,eng ENG,CM,30-118,90,2,2,1,0,1,1,2,50.0,1,1,0,1,2,4,1,0
Tomáš Souček,28,cz CZE,CM,30-000,89,1,1,0,1,0,0,0,,0,2,1,1,0,1,3,0
Andy Irving,39,sct SCO,CM,24-290,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Oliver Scarles,57,eng ENG,WB,19-077,65,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0
Emerson Palmieri,33,it ITA,WB,30-208,25,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
Aaron Wan-Bissaka,29,eng ENG,WB,27-093,90,4,3,1,2,1,0,0,,0,0,0,0,0,4,4,0
Aaron Cresswell,3,eng ENG,CB,35-074,90,1,1,0,1,0,1,1,100.0,0,1,1,0,3,4,2,0
Max Kilman,26,eng ENG,CB,27-280,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,5,0
Jean-Clair Todibo,25,fr FRA,CB,25-059,65,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Konstantinos Mavropanos,15,gr GRE,CB,27-078,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
Alphonse Areola,23,fr FRA,GK,32-000,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
