Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Mohammed Kudus,14,gh GHA,FW,24-209,72,26,25,1,0,0,0,2,1,0,0,0,0,24,0,0
Evan Ferguson,34,ie IRL,FW,20-131,18,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Jarrod Bowen,20,eng ENG,FW,28-069,90,30,28,1,0,0,0,0,1,0,0,0,0,23,1,2
Edson Álvarez,19,mx MEX,CM,27-126,65,34,33,1,0,0,0,1,0,0,0,0,0,30,0,0
Carlos Soler,4,es ESP,CM,28-056,25,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
James Ward-Prowse,8,eng ENG,CM,30-118,90,73,70,3,1,0,1,3,0,2,2,0,0,66,0,0
Tomáš Souček,28,cz CZE,CM,30-000,89,43,43,0,0,0,1,0,0,0,0,0,0,35,0,1
Andy Irving,39,sct SCO,CM,24-290,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Oliver Scarles,57,eng ENG,WB,19-077,65,57,55,2,0,0,0,3,2,0,0,0,0,48,0,3
Emerson Palmieri,33,it ITA,WB,30-208,25,16,16,0,0,0,0,1,0,0,0,0,0,13,0,1
Aaron Wan-Bissaka,29,eng ENG,WB,27-093,90,58,54,4,0,0,0,4,4,0,0,0,0,51,0,1
Aaron Cresswell,3,eng ENG,CB,35-074,90,127,113,14,4,0,2,3,9,1,1,0,0,112,0,1
Max Kilman,26,eng ENG,CB,27-280,90,82,81,1,0,0,0,0,0,0,0,0,0,79,0,0
Jean-Clair Todibo,25,fr FRA,CB,25-059,65,71,71,0,0,0,0,0,0,0,0,0,0,65,0,0
Konstantinos Mavropanos,15,gr GRE,CB,27-078,25,17,16,1,1,0,2,0,0,0,0,0,0,14,0,0
Alphonse Areola,23,fr FRA,GK,32-000,90,30,24,6,0,0,0,0,0,0,0,0,0,21,0,0
