Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Mohammed Kudus,14,gh GHA,FW,24-209,72,35,0,2,10,23,4,35,5,1,20.0,4,80.0,21,58,2,0,1,0,3,1,29,7
Evan Ferguson,34,ie IRL,FW,20-131,18,12,0,2,8,2,1,12,0,0,,0,,4,6,4,0,0,0,2,0,5,1
Jarrod Bowen,20,eng ENG,FW,28-069,90,50,0,2,21,28,4,50,6,1,16.7,5,83.3,26,176,67,1,1,0,2,4,34,9
Edson Álvarez,19,mx MEX,CM,27-126,65,40,0,8,23,9,0,40,1,1,100.0,0,0.0,15,124,92,2,2,0,1,0,29,0
Carlos Soler,4,es ESP,CM,28-056,25,14,0,5,6,3,0,14,1,1,100.0,0,0.0,4,10,0,0,0,0,0,0,11,1
James Ward-Prowse,8,eng ENG,CM,30-118,90,80,1,13,53,14,1,80,0,0,,0,,36,119,51,0,0,0,0,1,58,1
Tomáš Souček,28,cz CZE,CM,30-000,89,55,4,8,23,24,5,55,2,1,50.0,1,50.0,21,59,23,0,1,0,2,1,43,8
Andy Irving,39,sct SCO,CM,24-290,1,3,0,0,2,1,0,3,0,0,,0,,1,1,0,0,0,0,0,0,1,0
Oliver Scarles,57,eng ENG,WB,19-077,65,62,0,4,32,27,0,62,0,0,,0,,31,110,77,2,2,0,0,0,50,7
Emerson Palmieri,33,it ITA,WB,30-208,25,23,3,11,8,4,0,23,2,0,0.0,2,100.0,6,43,37,1,0,0,0,0,12,1
Aaron Wan-Bissaka,29,eng ENG,WB,27-093,90,70,4,10,27,34,0,70,6,3,50.0,3,50.0,31,134,73,3,2,0,1,0,49,11
Aaron Cresswell,3,eng ENG,CB,35-074,90,135,5,44,79,14,0,135,1,1,100.0,0,0.0,59,250,149,1,2,0,0,0,102,0
Max Kilman,26,eng ENG,CB,27-280,90,91,20,46,43,2,1,91,0,0,,0,,49,168,59,0,0,0,1,1,73,0
Jean-Clair Todibo,25,fr FRA,CB,25-059,65,79,1,29,40,10,1,79,1,0,0.0,1,100.0,52,254,149,1,1,0,1,1,64,3
Konstantinos Mavropanos,15,gr GRE,CB,27-078,25,23,5,9,12,2,1,23,0,0,,0,,10,35,19,0,0,0,1,0,17,0
Alphonse Areola,23,fr FRA,GK,32-000,90,30,29,30,0,0,0,30,0,0,,0,,20,61,38,0,0,0,0,0,21,0
