Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Joshua Zirkzee,11,nl NED,FW,23-326,54,22,0,2,12,8,3,22,2,2,100.0,0,0.0,11,90,52,1,1,0,1,1,16,0
Rasmus Højlund,9,dk DEN,FW,22-068,36,15,0,3,7,5,2,15,1,0,0.0,1,100.0,10,75,65,2,1,1,0,0,15,1
Bruno Fernandes,8,pt POR,AM,30-217,81,58,5,15,29,14,1,58,2,1,50.0,1,50.0,17,56,24,0,3,0,0,2,38,1
Kobbie Mainoo,37,eng ENG,CM,19-359,9,14,0,1,10,3,0,14,0,0,,0,,6,16,4,0,0,0,2,1,11,1
Alejandro Garnacho,17,ar ARG,AM,20-286,54,19,0,3,5,11,2,19,2,1,50.0,1,50.0,11,86,56,4,1,1,0,0,14,8
Mason Mount,7,eng ENG,AM,26-093,36,15,2,2,7,6,1,15,0,0,,0,,11,39,26,1,2,0,0,2,13,2
Christian Eriksen,14,dk DEN,"CM,AM",33-058,90,54,1,19,21,14,0,54,0,0,,0,,31,81,24,0,0,0,2,0,36,1
Manuel Ugarte Ribeiro,25,uy URU,CM,24-002,90,57,4,18,31,10,0,57,5,4,80.0,1,20.0,28,124,58,0,0,0,1,1,33,0
Harry Amass,41,eng ENG,WB,18-028,54,29,2,16,10,3,0,29,2,1,50.0,1,50.0,11,35,17,0,0,0,2,1,15,0
Patrick Dorgu,13,dk DEN,WB,20-169,36,28,0,14,7,7,0,28,0,0,,0,,10,61,38,1,0,0,0,2,15,1
Diogo Dalot,20,pt POR,WB,26-026,90,49,0,15,22,15,2,49,3,2,66.7,1,33.3,21,126,80,2,1,1,1,3,29,4
Leny Yoro,15,fr FRA,CB,19-151,90,86,14,55,31,0,0,86,1,0,0.0,1,100.0,51,204,102,1,0,0,0,0,56,0
Victor Lindelöf,2,se SWE,CB,30-270,90,49,6,32,17,0,0,49,0,0,,0,,23,94,14,0,0,0,0,0,32,0
Noussair Mazraoui,3,ma MAR,CB,27-150,77,38,10,17,18,3,0,38,0,0,,0,,17,54,20,0,0,0,1,0,26,0
Luke Shaw,23,eng ENG,CB,29-275,13,15,0,4,9,2,0,15,0,0,,0,,11,37,14,0,0,0,0,0,11,0
Altay Bayındır,1,tr TUR,GK,26-364,90,66,58,64,2,0,0,66,0,0,,0,,45,163,59,0,0,0,0,0,43,0
